"Sens Factor =-0.258dB, SERNO: 7112871"
3287.991	0.9480
3328.923	0.9717
3370.364	0.9959
3412.32	1.0206
3454.799	1.0461
3497.807	1.0726
3541.351	1.1005
3585.436	1.1297
3630.07	1.1601
3675.26	1.1916
3721.012	1.2240
3767.334	1.2571
3814.233	1.2910
3861.715	1.3254
3909.789	1.3599
3958.46	1.3944
4007.738	1.4291
4057.63	1.4638
4108.142	1.4990
4159.283	1.5345
4211.061	1.5705
4263.483	1.6070
4316.559	1.6439
4370.294	1.6812
4424.699	1.7189
4479.781	1.7568
4535.548	1.7949
4592.01	1.8333
4649.175	1.8720
4707.051	1.9109
4765.648	1.9499
4824.975	1.9891
4885.039	2.0283
4945.852	2.0675
5007.421	2.1067
5069.757	2.1460
5132.87	2.1851
5196.768	2.2236
5261.46	2.2614
5326.959	2.2983
5393.273	2.3342
5460.413	2.3691
5528.388	2.4032
5597.209	2.4365
5666.887	2.4693
5737.433	2.5015
5808.857	2.5333
5881.169	2.5646
5954.383	2.5955
6028.507	2.6262
6103.555	2.6567
6179.536	2.6874
6256.464	2.7184
6334.349	2.7501
6413.204	2.7829
6493.04	2.8170
6573.87	2.8524
6655.706	2.8892
6738.562	2.9272
6822.448	2.9661
6907.379	3.0057
6993.367	3.0457
7080.426	3.0857
7168.568	3.1244
7257.808	3.1600
7348.158	3.1913
7439.633	3.2171
7532.248	3.2362
7626.015	3.2495
7720.949	3.2591
7817.065	3.2666
7914.377	3.2731
8012.901	3.2789
8112.652	3.2837
8213.645	3.2859
8315.894	3.2829
8419.416	3.2725
8524.228	3.2541
8630.343	3.2279
8737.78	3.1959
8846.555	3.1612
8956.683	3.1256
9068.182	3.0895
9181.069	3.0531
9295.362	3.0164
9411.078	2.9790
9528.233	2.9405
9646.849	2.9002
9766.939	2.8579
9888.525	2.8133
10011.625	2.7662
10136.257	2.7164
10262.44	2.6641
10390.195	2.6095
10519.54	2.5526
10650.495	2.4937
10783.08	2.4327
10917.316	2.3694
11053.223	2.3036
11190.821	2.2352
11330.133	2.1641
11471.179	2.0902
11613.98	2.0136
11758.561	1.9358
11904.939	1.8584
12053.141	1.7830
12203.188	1.7108
12355.102	1.6427
12508.907	1.5798
12664.627	1.5213
12822.286	1.4651
12981.907	1.4096
13143.516	1.3538
13307.136	1.2971
13472.793	1.2398
13640.512	1.1831
13810.319	1.1295
13982.24	1.0812
14156.302	1.0391
14332.529	1.0032
14510.951	0.9719
14691.595	0.9423
14874.486	0.9132
15059.655	0.8839
15247.129	0.8544
15436.937	0.8248
15629.106	0.7955
15823.669	0.7668
16020.654	0.7394
16220.091	0.7133
16422.01	0.6887
16626.443	0.6661
16833.422	0.6452
17042.977	0.6267
17255.141	0.6110
17469.945	0.5990
17687.424	0.5908
17907.609	0.5803
18130.537	0.5696
18356.24	0.5588
18584.752	0.5480
18816.107	0.5375
19050.346	0.5275
19287.498	0.5182
19527.604	0.5088
19770.697	0.4985
20016.816	0.4876

