freq_hz,target_db,final_left_db,final_right_db,final_sub_db,final_left_plus_sub_db,final_right_plus_sub_db,measured_left_plus_sub_db,measured_right_plus_sub_db,left_cancellation_db,right_cancellation_db
50.170900,82.731965,41.185647,40.807952,77.902960,77.845083,77.820761,87.810662,87.446547,-0.057877,-0.082199
60.058600,82.475380,49.398222,48.550561,86.188560,86.064261,86.085327,91.775000,93.138617,-0.124300,-0.103233
69.946300,82.013323,47.319114,49.035838,77.430413,77.697433,77.100108,84.672764,85.091565,0.267020,-0.330304
79.834000,81.360909,58.212688,47.657281,83.950824,84.181627,83.856659,92.967200,84.909677,0.230804,-0.094164
90.087900,80.616369,55.541215,54.854836,74.314027,74.909234,74.765416,84.285260,73.811428,0.595206,0.451389
99.975600,79.867638,59.464829,57.173218,76.775156,76.981945,77.522360,85.536392,83.318123,0.206789,0.747204
109.863300,79.150917,56.940303,53.442319,72.125758,72.942797,73.067149,65.266757,74.584601,0.817039,0.941391
120.117200,78.503069,67.182898,68.132036,80.253016,79.583556,80.951398,80.194672,89.649479,-0.669460,0.698382
139.892600,77.535408,65.611099,63.903174,80.537195,81.795844,79.572647,86.936467,87.191219,1.258649,-0.964548
