* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, no input selected, R, volume: no control. Timing signal peak level -35.2 dBFS, measurement signal peak level -25.8 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -20.0 dBFS using an acoustic timing reference
* Dated: Apr 18, 2026 9:06:52 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0418 ms (-14 mm, -0.56 in) using estimated IR delay relative to Acoustic reference played from  L with no timing offset
* Measurement: R + Sub 4
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.3662 48.728 47.60
0.7324 52.688 21.32
1.0986 53.306 -20.10
1.4648 54.385 -79.40
1.8311 58.185 -131.37
2.1973 61.661 -165.50
2.5635 63.764 169.57
2.9297 64.600 149.70
3.2959 64.336 133.72
3.6621 63.101 121.83
4.0283 61.061 114.99
4.3945 58.559 114.16
4.7607 56.122 117.64
5.1270 53.776 118.63
5.4932 50.348 106.56
5.8594 46.202 50.07
6.2256 52.102 -15.22
6.5918 57.598 -39.27
6.9580 60.892 -54.87
7.3242 62.729 -68.39
7.6904 63.432 -81.23
8.0566 63.068 -94.16
8.4229 61.411 -108.49
8.7891 57.454 -128.66
9.1553 48.573 160.58
9.5215 57.913 62.58
9.8877 64.199 35.38
10.2539 67.232 13.60
10.6201 68.270 -7.97
10.9863 67.665 -30.34
11.3525 64.775 -54.17
11.7188 55.621 -85.38
12.0850 58.627 92.93
12.4512 67.378 64.32
12.8174 71.153 40.95
13.1836 72.890 20.08
13.5498 73.216 3.29
13.9160 72.505 -5.00
14.2822 72.167 1.32
14.6484 74.544 11.21
15.0146 78.110 7.53
15.3809 81.069 -5.63
15.7471 83.175 -22.80
16.1133 84.512 -41.38
16.4795 85.167 -60.03
16.8457 85.198 -77.83
17.2119 84.650 -93.83
17.5781 83.588 -106.81
17.9443 82.185 -115.14
18.3105 80.879 -117.55
18.6768 80.309 -115.75
19.0430 80.615 -114.95
19.4092 81.246 -118.10
19.7754 81.705 -124.26
20.1416 81.811 -131.40
20.5078 81.582 -137.62
20.8740 81.191 -141.40
21.2402 80.968 -142.27
21.6064 81.232 -141.86
21.9727 81.954 -143.09
22.3389 82.778 -147.41
22.7051 83.369 -154.17
23.0713 83.552 -161.81
23.4375 83.304 -168.50
23.8037 82.772 -172.36
24.1699 82.346 -172.31
24.5361 82.507 -170.10
24.9023 83.281 -169.76
25.2686 84.209 -173.32
25.6348 84.887 -179.91
26.0010 85.152 172.22
26.3672 85.007 164.71
26.7334 84.560 158.88
27.0996 84.017 155.48
27.4658 83.622 154.24
27.8320 83.510 153.80
28.1982 83.613 152.80
28.5645 83.772 150.91
28.9307 83.895 148.60
29.2969 83.992 146.37
29.6631 84.119 144.31
30.0293 84.309 142.06
30.3955 84.528 139.20
30.7617 84.701 135.59
31.1279 84.755 131.46
31.4941 84.653 127.22
31.8604 84.398 123.40
32.2266 84.036 120.39
32.5928 83.647 118.37
32.9590 83.315 117.15
33.3252 83.086 116.15
33.6914 82.929 114.79
34.0576 82.759 112.77
34.4238 82.489 110.32
34.7900 82.075 108.00
35.1563 81.542 106.44
35.5225 80.975 106.08
35.8887 80.487 106.85
36.2549 80.149 108.21
36.6211 79.950 109.52
36.9873 79.824 110.48
37.3535 79.716 111.20
37.7197 79.602 111.90
38.0859 79.484 112.79
38.4522 79.374 114.04
38.8184 79.299 115.79
39.1846 79.311 118.07
39.5508 79.467 120.60
39.9170 79.782 122.78
40.2832 80.193 124.07
40.6494 80.603 124.41
41.0156 80.942 124.13
41.3818 81.205 123.72
41.7481 81.433 123.47
42.1143 81.682 123.29
42.4805 81.966 122.84
42.8467 82.249 121.82
43.2129 82.470 120.21
43.5791 82.581 118.27
43.9453 82.566 116.35
44.3115 82.437 114.80
44.6777 82.217 113.83
45.0439 81.930 113.59
45.4102 81.593 114.26
45.7764 81.233 116.10
46.1426 80.916 119.42
46.5088 80.757 124.30
46.8750 80.890 130.22
47.2412 81.375 136.07
47.6074 82.147 140.72
47.9736 83.057 143.62
48.3398 83.972 144.91
48.7061 84.814 145.06
49.0723 85.559 144.54
49.4385 86.223 143.74
49.8047 86.834 142.82
50.1709 87.421 141.82
50.5371 87.994 140.66
50.9033 88.552 139.34
51.2695 89.096 137.94
51.6357 89.643 136.55
52.0020 90.226 135.16
52.3682 90.875 133.61
52.7344 91.595 131.62
53.1006 92.363 128.93
53.4668 93.141 125.49
53.8330 93.899 121.36
54.1992 94.627 116.66
54.5654 95.324 111.42
54.9316 95.985 105.57
55.2979 96.590 99.03
55.6641 97.100 91.75
56.0303 97.467 83.84
56.3965 97.650 75.53
56.7627 97.621 67.19
57.1289 97.374 59.24
57.4951 96.932 52.12
57.8613 96.346 46.21
58.2275 95.698 41.68
58.5938 95.070 38.38
58.9600 94.512 35.89
59.3262 94.023 33.77
59.6924 93.565 31.81
60.0586 93.113 30.08
60.4248 92.678 28.74
60.7910 92.294 27.76
61.1572 91.980 26.89
61.5234 91.716 25.88
61.8897 91.457 24.71
62.2559 91.183 23.70
62.6221 90.930 23.20
62.9883 90.783 23.22
63.3545 90.814 23.23
63.7207 91.006 22.44
64.0869 91.259 20.34
64.4531 91.457 17.00
64.8193 91.522 12.88
65.1856 91.435 8.53
65.5518 91.219 4.40
65.9180 90.922 0.72
66.2842 90.592 -2.52
66.6504 90.257 -5.49
67.0166 89.921 -8.39
67.3828 89.570 -11.36
67.7490 89.187 -14.46
68.1152 88.756 -17.72
68.4815 88.259 -21.14
68.8477 87.672 -24.71
69.2139 86.964 -28.31
69.5801 86.112 -31.71
69.9463 85.106 -34.57
70.3125 83.963 -36.55
70.6787 82.723 -37.36
71.0449 81.433 -36.95
71.4111 80.116 -35.45
71.7773 78.736 -32.94
72.1436 77.199 -29.01
72.5098 75.424 -22.09
72.8760 73.582 -8.88
73.2422 72.673 13.08
73.6084 73.865 35.53
73.9746 76.205 48.35
74.3408 78.466 52.95
74.7070 80.319 53.10
75.0732 81.779 51.03
75.4395 82.922 47.83
75.8057 83.818 44.05
76.1719 84.514 39.91
76.5381 85.036 35.56
76.9043 85.398 31.13
77.2705 85.611 26.78
77.6367 85.698 22.71
78.0029 85.694 19.02
78.3691 85.633 15.71
78.7354 85.534 12.66
79.1016 85.398 9.77
79.4678 85.209 7.09
79.8340 84.967 4.83
80.2002 84.705 3.23
80.5664 84.494 2.36
80.9326 84.406 1.92
81.2988 84.465 1.26
81.6650 84.625 -0.21
82.0313 84.798 -2.71
82.3975 84.906 -6.12
82.7637 84.905 -10.16
83.1299 84.777 -14.55
83.4961 84.519 -19.10
83.8623 84.129 -23.68
84.2285 83.595 -28.18
84.5947 82.907 -32.41
84.9609 82.061 -36.14
85.3272 81.076 -39.08
85.6934 79.992 -41.07
86.0596 78.861 -42.15
86.4258 77.709 -42.68
86.7920 76.505 -43.14
87.1582 75.137 -43.87
87.5244 73.421 -44.79
87.8906 71.071 -45.18
88.2568 67.554 -42.72
88.6231 61.689 -26.36
88.9893 59.056 49.18
89.3555 66.087 81.73
89.7217 70.544 86.20
90.0879 73.516 85.23
90.4541 75.700 82.47
90.8203 77.398 78.92
91.1865 78.767 74.98
91.5527 79.897 70.84
91.9190 80.846 66.57
92.2852 81.651 62.22
92.6514 82.336 57.80
93.0176 82.914 53.30
93.3838 83.388 48.76
93.7500 83.762 44.23
94.1162 84.041 39.82
94.4824 84.236 35.62
94.8486 84.368 31.71
95.2149 84.459 28.10
95.5811 84.530 24.71
95.9473 84.592 21.45
96.3135 84.644 18.19
96.6797 84.680 14.87
97.0459 84.692 11.47
97.4121 84.674 8.01
97.7783 84.625 4.47
98.1445 84.539 0.85
98.5108 84.409 -2.83
98.8770 84.225 -6.53
99.2432 83.983 -10.14
99.6094 83.687 -13.53
99.9756 83.355 -16.59
100.3418 83.013 -19.32
100.7080 82.686 -21.79
101.0742 82.385 -24.17
101.4404 82.106 -26.64
101.8066 81.838 -29.31
102.1729 81.564 -32.25
102.5391 81.271 -35.50
102.9053 80.947 -39.09
103.2715 80.578 -43.04
103.6377 80.149 -47.34
104.0039 79.653 -51.94
104.3701 79.089 -56.80
104.7363 78.472 -61.93
105.1025 77.815 -67.45
105.4688 77.123 -73.59
105.8350 76.385 -80.55
106.2012 75.584 -88.44
106.5674 74.720 -97.18
106.9336 73.838 -106.55
107.2998 73.037 -116.31
107.6660 72.457 -126.33
108.0322 72.225 -136.70
108.3984 72.374 -147.53
108.7647 72.828 -158.74
109.1309 73.448 -169.90
109.4971 74.107 179.53
109.8633 74.729 170.09
110.2295 75.307 162.09
110.5957 75.873 155.54
110.9619 76.462 150.10
111.3281 77.075 145.29
111.6943 77.676 140.78
112.0606 78.216 136.48
112.4268 78.668 132.61
112.7930 79.046 129.42
113.1592 79.396 127.05
113.5254 79.770 125.37
113.8916 80.197 124.10
114.2578 80.669 122.94
114.6240 81.162 121.76
114.9902 81.659 120.62
115.3565 82.165 119.59
115.7227 82.698 118.66
116.0889 83.273 117.70
116.4551 83.888 116.53
116.8213 84.524 115.02
117.1875 85.163 113.15
117.5537 85.789 110.97
117.9199 86.403 108.53
118.2861 87.008 105.83
118.6524 87.607 102.81
119.0186 88.192 99.36
119.3848 88.745 95.43
119.7510 89.242 91.02
120.1172 89.659 86.19
120.4834 89.980 81.09
120.8496 90.196 75.89
121.2158 90.312 70.75
121.5820 90.340 65.81
121.9483 90.295 61.15
122.3145 90.192 56.79
122.6807 90.043 52.73
123.0469 89.853 48.95
123.4131 89.624 45.45
123.7793 89.360 42.27
124.1455 89.066 39.43
124.5117 88.753 36.93
124.8779 88.428 34.76
125.2442 88.093 32.87
125.6104 87.745 31.25
125.9766 87.379 29.93
126.3428 86.997 28.99
126.7090 86.610 28.52
127.0752 86.238 28.55
127.4414 85.904 29.04
127.8076 85.621 29.90
128.1738 85.397 31.03
128.5400 85.234 32.35
128.9063 85.139 33.79
129.2725 85.114 35.24
129.6387 85.157 36.56
130.0049 85.253 37.64
130.3711 85.380 38.44
130.7373 85.523 39.00
131.1035 85.677 39.41
131.4697 85.846 39.68
131.8359 86.035 39.77
132.2022 86.237 39.63
132.5684 86.436 39.21
132.9346 86.618 38.57
133.3008 86.774 37.82
133.6670 86.912 37.05
134.0332 87.046 36.30
134.3994 87.187 35.50
134.7656 87.333 34.55
135.1318 87.469 33.38
135.4981 87.579 32.00
135.8643 87.647 30.52
136.2305 87.672 29.07
136.5967 87.663 27.73
136.9629 87.637 26.56
137.3291 87.604 25.52
137.6953 87.571 24.55
138.0615 87.533 23.61
138.4277 87.480 22.69
138.7940 87.409 21.86
139.1602 87.322 21.21
139.5264 87.232 20.79
139.8926 87.155 20.60
140.2588 87.105 20.57
140.6250 87.084 20.60
140.9912 87.084 20.63
141.3574 87.096 20.66
141.7236 87.116 20.73
142.0899 87.152 20.91
142.4561 87.218 21.20
142.8223 87.328 21.49
143.1885 87.482 21.67
143.5547 87.671 21.61
143.9209 87.877 21.27
144.2871 88.087 20.65
144.6533 88.288 19.79
145.0195 88.476 18.71
145.3858 88.645 17.46
145.7520 88.788 16.07
146.1182 88.902 14.60
146.4844 88.987 13.12
146.8506 89.050 11.72
147.2168 89.101 10.42
147.5830 89.155 9.22
147.9492 89.221 8.05
148.3154 89.302 6.85
148.6817 89.394 5.51
149.0479 89.487 3.99
149.4141 89.564 2.29
149.7803 89.615 0.45
150.1465 89.632 -1.45
150.5127 89.617 -3.30
150.8789 89.579 -5.05
151.2451 89.528 -6.68
151.6113 89.472 -8.22
151.9776 89.409 -9.73
152.3438 89.330 -11.20
152.7100 89.229 -12.57
153.0762 89.111 -13.71
153.4424 88.993 -14.55
153.8086 88.901 -15.11
154.1748 88.853 -15.50
154.5410 88.853 -15.89
154.9072 88.889 -16.41
155.2735 88.945 -17.08
155.6397 89.013 -17.85
156.0059 89.100 -18.69
156.3721 89.216 -19.65
156.7383 89.365 -20.87
157.1045 89.532 -22.49
157.4707 89.690 -24.60
157.8369 89.807 -27.15
158.2031 89.861 -29.98
158.5693 89.846 -32.90
158.9356 89.773 -35.75
