* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, no input selected, R, volume: no control. Timing signal peak level -34.8 dBFS, measurement signal peak level -29.9 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -20.0 dBFS using an acoustic timing reference
* Dated: Apr 18, 2026 9:02:16 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0335 ms (-12 mm, -0.45 in) using estimated IR delay relative to Acoustic reference played from  L with no timing offset
* Measurement: R 4
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.3662 53.281 -34.21
0.7324 52.714 -65.96
1.0986 50.637 -95.00
1.4648 43.797 -124.53
1.8311 42.587 45.81
2.1973 53.946 17.03
2.5635 58.954 -6.25
2.9297 61.800 -28.31
3.2959 63.307 -49.48
3.6621 63.776 -69.60
4.0283 63.356 -88.29
4.3945 62.180 -105.02
4.7607 60.450 -119.56
5.1270 58.460 -133.27
5.4932 56.397 -150.72
5.8594 54.243 -179.60
6.2256 52.919 133.11
6.5918 54.236 78.79
6.9580 56.483 33.62
7.3242 57.948 -6.88
7.6904 58.623 -49.09
8.0566 59.222 -95.26
8.4229 60.388 -141.29
8.7891 61.742 178.65
9.1553 62.475 145.56
9.5215 62.011 118.47
9.8877 59.748 98.53
10.2539 54.377 98.82
10.6201 53.648 153.87
10.9863 59.617 161.79
11.3525 62.788 148.80
11.7188 64.176 132.21
12.0850 64.362 115.21
12.4512 63.603 98.67
12.8174 62.004 82.54
13.1836 59.542 65.63
13.5498 56.004 43.98
13.9160 51.442 4.57
14.2822 50.937 -62.35
14.6484 54.732 -104.19
15.0146 57.229 -127.04
15.3809 58.174 -142.79
15.7471 57.795 -152.98
16.1133 56.387 -154.67
16.4795 55.112 -143.33
16.8457 55.883 -127.02
17.2119 57.746 -120.26
17.5781 59.114 -120.71
17.9443 59.771 -122.70
18.3105 60.046 -123.32
18.6768 60.373 -122.71
19.0430 60.894 -123.29
19.4092 61.344 -126.82
19.7754 61.374 -132.86
20.1416 60.767 -139.71
20.5078 59.441 -144.90
20.8740 57.515 -144.96
21.2402 55.700 -136.08
21.6064 55.375 -121.32
21.9727 56.510 -111.85
22.3389 57.837 -110.06
22.7051 58.800 -112.54
23.0713 59.328 -116.67
23.4375 59.439 -120.81
23.8037 59.166 -123.37
24.1699 58.665 -122.34
24.5361 58.413 -116.34
24.9023 59.046 -107.90
25.2686 60.486 -102.63
25.6348 62.033 -102.37
26.0010 63.229 -105.23
26.3672 63.975 -108.83
26.7334 64.374 -111.36
27.0996 64.655 -112.00
27.4658 65.057 -111.24
27.8320 65.652 -110.56
28.1982 66.308 -110.99
28.5645 66.852 -112.29
28.9307 67.231 -113.45
29.2969 67.548 -113.54
29.6631 68.000 -112.51
30.0293 68.729 -111.49
30.3955 69.681 -111.89
30.7617 70.678 -114.28
31.1279 71.563 -118.26
31.4941 72.268 -123.09
31.8604 72.794 -128.04
32.2266 73.186 -132.59
32.5928 73.504 -136.50
32.9590 73.806 -139.72
33.3252 74.131 -142.39
33.6914 74.502 -144.69
34.0576 74.924 -146.83
34.4238 75.386 -149.05
34.7900 75.860 -151.49
35.1563 76.304 -154.20
35.5225 76.679 -157.01
35.8887 76.969 -159.59
36.2549 77.205 -161.60
36.6211 77.454 -162.91
36.9873 77.786 -163.77
37.3535 78.225 -164.74
37.7197 78.724 -166.31
38.0859 79.207 -168.55
38.4522 79.619 -171.18
38.8184 79.957 -173.80
39.1846 80.261 -176.14
39.5508 80.583 -178.23
39.9170 80.950 179.67
40.2832 81.346 177.30
40.6494 81.735 174.62
41.0156 82.094 171.78
41.3818 82.430 168.96
41.7481 82.767 166.23
42.1143 83.127 163.45
42.4805 83.500 160.42
42.8467 83.853 157.04
43.2129 84.151 153.42
43.5791 84.378 149.78
43.9453 84.546 146.36
44.3115 84.684 143.28
44.6777 84.825 140.45
45.0439 84.979 137.69
45.4102 85.130 134.82
45.7764 85.243 131.81
46.1426 85.290 128.83
46.5088 85.261 126.16
46.8750 85.179 124.13
47.2412 85.101 122.94
47.6074 85.102 122.53
47.9736 85.234 122.49
48.3398 85.496 122.30
48.7061 85.836 121.61
49.0723 86.195 120.46
49.4385 86.544 119.08
49.8047 86.897 117.71
50.1709 87.285 116.38
50.5371 87.727 114.93
50.9033 88.213 113.16
51.2695 88.717 111.05
51.6357 89.227 108.71
52.0020 89.759 106.24
52.3682 90.342 103.54
52.7344 90.979 100.33
53.1006 91.640 96.38
53.4668 92.274 91.62
53.8330 92.839 86.26
54.1992 93.332 80.57
54.5654 93.780 74.74
54.9316 94.219 68.68
55.2979 94.663 62.09
55.6641 95.079 54.65
56.0303 95.402 46.19
56.3965 95.555 36.85
56.7627 95.479 26.99
57.1289 95.143 17.14
57.4951 94.548 7.89
57.8613 93.738 -0.16
58.2275 92.801 -6.59
58.5938 91.858 -11.37
58.9600 91.006 -15.01
59.3262 90.255 -18.27
59.6924 89.526 -21.63
60.0586 88.724 -24.96
60.4248 87.809 -27.68
60.7910 86.822 -29.18
61.1572 85.858 -29.28
61.5234 84.984 -28.27
61.8897 84.185 -26.48
62.2559 83.416 -23.51
62.6221 82.771 -18.37
62.9883 82.578 -10.94
63.3545 83.120 -3.70
63.7207 84.210 0.06
64.0869 85.401 -0.49
64.4531 86.397 -4.24
64.8193 87.096 -9.83
65.1856 87.497 -16.19
65.5518 87.648 -22.60
65.9180 87.611 -28.64
66.2842 87.451 -34.13
66.6504 87.220 -39.09
67.0166 86.954 -43.63
67.3828 86.663 -47.92
67.7490 86.342 -52.04
68.1152 85.984 -55.99
68.4815 85.584 -59.70
68.8477 85.148 -63.06
69.2139 84.694 -66.01
69.5801 84.242 -68.51
69.9463 83.817 -70.63
70.3125 83.434 -72.48
70.6787 83.098 -74.23
71.0449 82.801 -75.99
71.4111 82.529 -77.85
71.7773 82.270 -79.81
72.1436 82.017 -81.86
72.5098 81.766 -84.01
72.8760 81.508 -86.30
73.2422 81.230 -88.76
73.6084 80.907 -91.32
73.9746 80.521 -93.83
74.3408 80.070 -96.01
74.7070 79.581 -97.57
75.0732 79.117 -98.38
75.4395 78.749 -98.60
75.8057 78.513 -98.73
76.1719 78.387 -99.27
76.5381 78.302 -100.45
76.9043 78.201 -102.09
77.2705 78.067 -103.84
77.6367 77.933 -105.45
78.0029 77.847 -106.95
78.3691 77.827 -108.66
78.7354 77.838 -110.88
79.1016 77.812 -113.58
79.4678 77.705 -116.37
79.8340 77.525 -118.72
80.2002 77.340 -120.30
80.5664 77.235 -121.23
80.9326 77.243 -121.98
81.2988 77.317 -122.93
81.6650 77.397 -123.89
82.0313 77.501 -124.27
82.3975 77.760 -123.78
82.7637 78.338 -123.22
83.1299 79.248 -124.19
83.4961 80.308 -127.85
83.8623 81.297 -134.21
84.2285 82.070 -142.57
84.5947 82.570 -152.07
84.9609 82.797 -161.93
85.3272 82.791 -171.51
85.6934 82.615 179.64
86.0596 82.349 171.76
86.4258 82.068 164.82
86.7920 81.826 158.60
87.1582 81.640 152.79
87.5244 81.495 147.17
87.8906 81.364 141.67
88.2568 81.225 136.35
88.6231 81.069 131.35
88.9893 80.904 126.81
89.3555 80.752 122.80
89.7217 80.647 119.27
90.0879 80.616 116.03
90.4541 80.663 112.73
90.8203 80.760 109.10
91.1865 80.860 105.03
91.5527 80.922 100.64
91.9190 80.933 96.16
92.2852 80.910 91.82
92.6514 80.888 87.66
93.0176 80.897 83.54
93.3838 80.939 79.19
93.7500 80.986 74.44
94.1162 80.996 69.29
94.4824 80.939 63.92
94.8486 80.801 58.59
95.2149 80.596 53.55
95.5811 80.346 48.95
95.9473 80.084 44.85
96.3135 79.833 41.18
96.6797 79.602 37.83
97.0459 79.390 34.71
97.4121 79.183 31.79
97.7783 78.975 29.16
98.1445 78.775 26.96
98.5108 78.617 25.30
98.8770 78.554 24.06
99.2432 78.621 22.87
99.6094 78.811 21.22
99.9756 79.065 18.78
100.3418 79.314 15.51
100.7080 79.512 11.65
101.0742 79.650 7.49
101.4404 79.749 3.18
101.8066 79.831 -1.31
102.1729 79.897 -6.13
102.5391 79.925 -11.40
102.9053 79.879 -17.06
103.2715 79.737 -22.92
103.6377 79.501 -28.70
104.0039 79.203 -34.20
104.3701 78.887 -39.42
104.7363 78.583 -44.58
105.1025 78.287 -49.96
105.4688 77.961 -55.74
105.8350 77.563 -61.83
106.2012 77.069 -67.94
106.5674 76.490 -73.73
106.9336 75.878 -78.93
107.2998 75.302 -83.57
107.6660 74.816 -87.99
108.0322 74.425 -92.66
108.3984 74.085 -97.91
108.7647 73.737 -103.77
109.1309 73.335 -110.02
109.4971 72.869 -116.27
109.8633 72.364 -122.16
110.2295 71.874 -127.47
110.5957 71.462 -132.21
110.9619 71.179 -136.60
111.3281 71.041 -140.98
111.6943 71.027 -145.63
112.0606 71.096 -150.64
112.4268 71.208 -155.89
112.7930 71.340 -161.12
113.1592 71.491 -166.07
113.5254 71.678 -170.50
113.8916 71.935 -174.32
114.2578 72.298 -177.56
114.6240 72.790 179.54
114.9902 73.416 176.67
115.3565 74.148 173.53
115.7227 74.945 169.97
116.0889 75.765 165.94
116.4551 76.578 161.57
116.8213 77.372 156.96
117.1875 78.153 152.22
117.5537 78.933 147.31
117.9199 79.719 142.15
118.2861 80.505 136.58
118.6524 81.272 130.49
119.0186 81.992 123.82
119.3848 82.638 116.63
119.7510 83.190 109.03
120.1172 83.635 101.17
120.4834 83.973 93.16
120.8496 84.205 85.13
121.2158 84.334 77.16
121.5820 84.365 69.31
121.9483 84.297 61.67
122.3145 84.134 54.32
122.6807 83.883 47.38
123.0469 83.557 40.96
123.4131 83.180 35.12
123.7793 82.778 29.86
124.1455 82.367 25.06
124.5117 81.950 20.58
124.8779 81.509 16.36
125.2442 81.027 12.47
125.6104 80.499 9.10
125.9766 79.952 6.49
126.3428 79.438 4.68
126.7090 79.010 3.44
127.0752 78.684 2.33
127.4414 78.420 0.99
127.8076 78.158 -0.65
128.1738 77.856 -2.33
128.5400 77.523 -3.70
128.9063 77.204 -4.62
129.2725 76.951 -5.25
129.6387 76.774 -6.00
130.0049 76.632 -7.16
130.3711 76.465 -8.71
130.7373 76.241 -10.35
131.1035 75.975 -11.73
131.4697 75.717 -12.72
131.8359 75.517 -13.49
132.2022 75.384 -14.42
132.5684 75.282 -15.80
132.9346 75.156 -17.61
133.3008 74.974 -19.64
133.6670 74.736 -21.59
134.0332 74.466 -23.30
134.3994 74.192 -24.74
134.7656 73.929 -25.99
135.1318 73.680 -27.07
135.4981 73.451 -27.98
135.8643 73.267 -28.69
136.2305 73.157 -29.37
136.5967 73.132 -30.36
136.9629 73.165 -32.00
137.3291 73.198 -34.47
137.6953 73.175 -37.68
138.0615 73.065 -41.37
138.4277 72.867 -45.27
138.7940 72.607 -49.21
139.1602 72.315 -53.20
139.5264 72.011 -57.40
139.8926 71.694 -62.00
140.2588 71.350 -67.12
140.6250 70.964 -72.79
140.9912 70.530 -78.99
141.3574 70.058 -85.71
141.7236 69.565 -93.00
142.0899 69.068 -100.93
142.4561 68.589 -109.57
142.8223 68.150 -118.94
143.1885 67.787 -128.93
143.5547 67.550 -139.40
143.9209 67.487 -150.16
144.2871 67.631 -161.02
144.6533 67.983 -171.85
145.0195 68.506 177.48
145.3858 69.146 167.14
145.7520 69.845 157.27
146.1182 70.565 147.98
146.4844 71.281 139.31
146.8506 71.981 131.21
147.2168 72.652 123.55
147.5830 73.274 116.21
147.9492 73.822 109.17
148.3154 74.276 102.47
148.6817 74.629 96.29
149.0479 74.896 90.80
149.4141 75.112 86.12
149.7803 75.324 82.20
150.1465 75.570 78.83
150.5127 75.865 75.69
150.8789 76.190 72.48
151.2451 76.513 69.08
151.6113 76.798 65.51
151.9776 77.029 61.94
152.3438 77.207 58.56
152.7100 77.354 55.49
153.0762 77.499 52.79
153.4424 77.674 50.33
153.8086 77.895 47.92
154.1748 78.154 45.33
154.5410 78.428 42.40
154.9072 78.686 39.12
155.2735 78.910 35.59
155.6397 79.095 31.93
156.0059 79.250 28.21
