* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, no input selected, R, volume: no control. Timing signal peak level -34.6 dBFS, measurement signal peak level -25.5 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -20.0 dBFS using an acoustic timing reference
* Dated: Apr 18, 2026 8:59:50 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.1236 ms (-42 mm, -1.67 in) using estimated IR delay relative to Acoustic reference played from  L with no timing offset Clock adjustment: -85.8 ppm
* Measurement: L + Sub 3
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.3662 50.426 12.73
0.7324 55.795 -5.67
1.0986 59.560 -28.35
1.4648 62.006 -49.62
1.8311 63.382 -68.52
2.1973 63.893 -84.69
2.5635 63.754 -97.87
2.9297 63.210 -108.23
3.2959 62.471 -116.86
3.6621 61.578 -125.56
4.0283 60.350 -135.74
4.3945 58.517 -147.63
4.7607 55.857 -160.41
5.1270 52.309 -172.47
5.4932 48.277 178.10
5.8594 45.005 169.52
6.2256 43.308 153.72
6.5918 41.567 130.98
6.9580 32.786 118.93
7.3242 43.528 -112.22
7.6904 53.900 -131.51
8.0566 60.058 -153.58
8.4229 64.358 -176.21
8.7891 67.450 160.68
9.1553 69.610 136.94
9.5215 70.965 112.46
9.8877 71.546 87.15
10.2539 71.034 61.02
10.6201 69.272 34.23
10.9863 65.768 7.23
11.3525 57.062 -17.27
11.7188 57.179 123.67
12.0850 67.021 99.84
12.4512 71.396 73.84
12.8174 73.866 48.77
13.1836 75.116 25.60
13.5498 75.333 5.75
13.9160 74.610 -7.85
14.2822 73.538 -9.52
14.6484 74.238 0.41
15.0146 77.214 3.15
15.3809 80.249 -6.12
15.7471 82.527 -21.44
16.1133 84.031 -39.17
16.4795 84.844 -57.53
16.8457 85.038 -75.42
17.2119 84.662 -91.91
17.5781 83.776 -105.88
17.9443 82.511 -115.92
18.3105 81.183 -120.65
18.6768 80.336 -120.51
19.0430 80.308 -119.35
19.4092 80.776 -120.91
19.7754 81.234 -125.37
20.1416 81.430 -131.00
20.5078 81.359 -135.93
20.8740 81.190 -138.83
21.2402 81.214 -139.60
21.6064 81.649 -139.91
21.9727 82.403 -142.05
22.3389 83.169 -146.88
22.7051 83.672 -153.71
23.0713 83.773 -161.09
23.4375 83.463 -167.27
23.8037 82.905 -170.41
24.1699 82.522 -169.60
24.5361 82.791 -166.99
24.9023 83.677 -166.78
25.2686 84.681 -170.74
25.6348 85.410 -177.81
26.0010 85.720 173.75
26.3672 85.610 165.51
26.7334 85.175 158.75
27.0996 84.595 154.28
27.4658 84.100 152.10
27.8320 83.856 151.15
28.1982 83.855 150.09
28.5645 83.972 148.31
28.9307 84.107 146.02
29.2969 84.249 143.59
29.6631 84.433 141.11
30.0293 84.674 138.27
30.3955 84.936 134.77
30.7617 85.148 130.51
31.1279 85.249 125.73
31.4941 85.205 120.82
31.8604 85.020 116.20
32.2266 84.730 112.23
32.5928 84.394 109.06
32.9590 84.077 106.59
33.3252 83.820 104.48
33.6914 83.621 102.26
34.0576 83.430 99.66
34.4238 83.184 96.69
34.7900 82.844 93.66
35.1563 82.411 90.99
35.5225 81.935 88.98
35.8887 81.481 87.64
36.2549 81.098 86.66
36.6211 80.779 85.65
36.9873 80.483 84.40
37.3535 80.167 83.01
37.7197 79.817 81.71
38.0859 79.445 80.64
38.4522 79.069 79.84
38.8184 78.691 79.28
39.1846 78.311 78.98
39.5508 77.941 79.04
39.9170 77.612 79.41
40.2832 77.354 79.82
40.6494 77.155 79.84
41.0156 76.961 79.12
41.3818 76.697 77.60
41.7481 76.304 75.34
42.1143 75.736 72.41
42.4805 74.938 68.71
42.8467 73.803 63.91
43.2129 72.120 57.44
43.5791 69.468 48.01
43.9453 64.864 30.10
44.3115 58.555 -36.38
44.6777 65.560 -106.18
45.0439 71.243 -125.20
45.4102 74.955 -135.88
45.7764 77.689 -144.35
46.1426 79.830 -152.05
46.5088 81.547 -159.45
46.8750 82.926 -166.63
47.2412 84.020 -173.48
47.6074 84.880 -179.87
47.9736 85.552 174.35
48.3398 86.085 169.23
48.7061 86.521 164.77
49.0723 86.891 160.90
49.4385 87.219 157.56
49.8047 87.523 154.66
50.1709 87.816 152.15
50.5371 88.110 149.98
50.9033 88.416 148.12
51.2695 88.749 146.55
51.6357 89.136 145.24
52.0020 89.608 144.05
52.3682 90.192 142.70
52.7344 90.881 140.79
53.1006 91.638 138.04
53.4668 92.413 134.37
53.8330 93.167 129.85
54.1992 93.880 124.63
54.5654 94.547 118.80
54.9316 95.165 112.36
55.2979 95.716 105.24
55.6641 96.166 97.44
56.0303 96.476 89.08
56.3965 96.612 80.37
56.7627 96.552 71.64
57.1289 96.294 63.27
57.4951 95.861 55.61
57.8613 95.300 48.95
58.2275 94.674 43.36
58.5938 94.044 38.72
58.9600 93.449 34.70
59.3262 92.893 30.94
59.6924 92.353 27.16
60.0586 91.802 23.25
60.4248 91.221 19.19
60.7910 90.600 14.94
61.1572 89.935 10.41
61.5234 89.216 5.41
61.8897 88.418 -0.38
62.2559 87.482 -7.37
62.6221 86.311 -16.10
62.9883 84.744 -27.32
63.3545 82.549 -42.47
63.7207 79.444 -65.36
64.0869 75.940 -106.97
64.4531 76.366 -165.80
64.8193 79.836 156.49
65.1856 82.584 134.57
65.5518 84.405 119.09
65.9180 85.570 107.07
66.2842 86.301 97.42
66.6504 86.754 89.55
67.0166 87.033 82.96
67.3828 87.184 77.22
67.7490 87.213 72.04
68.1152 87.108 67.37
68.4815 86.858 63.32
68.8477 86.465 60.12
69.2139 85.944 58.06
69.5801 85.331 57.51
69.9463 84.705 58.85
70.3125 84.200 62.22
70.6787 83.975 67.07
71.0449 84.102 72.17
71.4111 84.496 76.35
71.7773 85.007 79.32
72.1436 85.545 81.47
72.5098 86.110 83.22
72.8760 86.747 84.63
73.2422 87.472 85.36
73.6084 88.244 85.08
73.9746 88.994 83.73
74.3408 89.669 81.58
74.7070 90.254 78.95
75.0732 90.763 76.11
75.4395 91.220 73.11
75.8057 91.638 69.93
76.1719 92.011 66.48
76.5381 92.322 62.79
76.9043 92.559 58.97
77.2705 92.720 55.19
77.6367 92.823 51.57
78.0029 92.888 48.17
78.3691 92.933 44.95
78.7354 92.966 41.83
79.1016 92.984 38.75
79.4678 92.983 35.75
79.8340 92.965 32.87
80.2002 92.944 30.12
80.5664 92.931 27.44
80.9326 92.928 24.73
81.2988 92.923 21.89
81.6650 92.895 18.92
82.0313 92.830 15.92
82.3975 92.728 13.05
82.7637 92.612 10.41
83.1299 92.512 7.97
83.4961 92.445 5.53
83.8623 92.407 2.84
84.2285 92.364 -0.28
84.5947 92.275 -3.85
84.9609 92.102 -7.72
85.3272 91.830 -11.65
85.6934 91.462 -15.40
86.0596 91.018 -18.81
86.4258 90.524 -21.81
86.7920 89.997 -24.43
87.1582 89.445 -26.75
87.5244 88.860 -28.80
87.8906 88.230 -30.52
88.2568 87.549 -31.76
88.6231 86.827 -32.32
88.9893 86.093 -31.98
89.3555 85.394 -30.67
89.7217 84.784 -28.44
90.0879 84.306 -25.56
90.4541 83.975 -22.35
90.8203 83.787 -19.09
91.1865 83.725 -15.97
91.5527 83.782 -13.14
91.9190 83.947 -10.77
92.2852 84.196 -9.07
92.6514 84.488 -8.20
93.0176 84.772 -8.15
93.3838 85.009 -8.74
93.7500 85.177 -9.74
94.1162 85.277 -10.88
94.4824 85.324 -11.98
94.8486 85.345 -12.93
95.2149 85.365 -13.73
95.5811 85.406 -14.45
95.9473 85.484 -15.21
96.3135 85.601 -16.18
96.6797 85.749 -17.51
97.0459 85.906 -19.31
97.4121 86.046 -21.62
97.7783 86.147 -24.36
98.1445 86.194 -27.46
98.5108 86.181 -30.81
98.8770 86.105 -34.33
99.2432 85.967 -37.97
99.6094 85.762 -41.70
99.9756 85.486 -45.44
100.3418 85.139 -49.12
100.7080 84.728 -52.65
101.0742 84.264 -55.99
101.4404 83.759 -59.17
101.8066 83.217 -62.24
102.1729 82.630 -65.27
102.5391 81.986 -68.24
102.9053 81.275 -71.06
103.2715 80.501 -73.61
103.6377 79.680 -75.80
104.0039 78.834 -77.65
104.3701 77.970 -79.27
104.7363 77.083 -80.73
105.1025 76.160 -82.04
105.4688 75.200 -83.08
105.8350 74.223 -83.79
106.2012 73.262 -84.29
106.5674 72.333 -84.91
106.9336 71.413 -86.06
107.2998 70.456 -88.01
107.6660 69.428 -90.95
108.0322 68.328 -95.21
108.3984 67.193 -101.56
108.7647 66.097 -111.46
109.1309 65.215 -126.64
109.4971 64.930 -147.68
109.8633 65.639 -171.58
110.2295 67.181 166.62
110.5957 68.997 149.13
110.9619 70.702 135.47
111.3281 72.163 124.65
111.6943 73.373 115.94
112.0606 74.367 108.88
112.4268 75.191 103.17
112.7930 75.894 98.63
113.1592 76.530 95.07
113.5254 77.150 92.29
113.8916 77.795 89.94
114.2578 78.482 87.63
114.6240 79.193 85.00
114.9902 79.891 81.84
115.3565 80.533 78.12
115.7227 81.088 73.97
116.0889 81.542 69.57
116.4551 81.895 65.08
116.8213 82.158 60.62
117.1875 82.344 56.23
117.5537 82.462 51.87
117.9199 82.509 47.49
118.2861 82.474 43.03
118.6524 82.333 38.48
119.0186 82.057 33.90
119.3848 81.613 29.45
119.7510 80.966 25.40
120.1172 80.090 22.18
120.4834 78.966 20.40
120.8496 77.609 20.97
121.2158 76.110 25.19
121.5820 74.756 34.43
121.9483 74.113 48.47
122.3145 74.614 63.11
122.6807 75.949 73.51
123.0469 77.508 78.75
123.4131 78.938 80.19
123.7793 80.122 79.35
124.1455 81.053 77.31
124.5117 81.767 74.82
124.8779 82.318 72.30
125.2442 82.758 69.92
125.6104 83.124 67.69
125.9766 83.433 65.58
126.3428 83.690 63.59
126.7090 83.904 61.80
127.0752 84.093 60.24
127.4414 84.277 58.87
127.8076 84.468 57.56
128.1738 84.656 56.18
128.5400 84.817 54.72
128.9063 84.938 53.31
129.2725 85.030 52.13
129.6387 85.121 51.25
130.0049 85.244 50.53
130.3711 85.405 49.75
130.7373 85.579 48.70
131.1035 85.731 47.40
131.4697 85.840 46.00
131.8359 85.911 44.69
132.2022 85.966 43.57
132.5684 86.025 42.57
132.9346 86.093 41.59
133.3008 86.156 40.55
133.6670 86.203 39.51
134.0332 86.236 38.54
134.3994 86.265 37.69
134.7656 86.299 36.89
135.1318 86.331 36.06
135.4981 86.345 35.19
135.8643 86.328 34.42
136.2305 86.287 33.92
136.5967 86.249 33.75
136.9629 86.243 33.85
137.3291 86.278 34.01
137.6953 86.334 34.10
138.0615 86.387 34.13
138.4277 86.428 34.27
138.7940 86.472 34.68
139.1602 86.554 35.37
139.5264 86.701 36.18
139.8926 86.916 36.89
140.2588 87.182 37.32
140.6250 87.475 37.42
140.9912 87.779 37.22
141.3574 88.084 36.76
141.7236 88.385 36.09
142.0899 88.678 35.25
142.4561 88.963 34.29
142.8223 89.246 33.27
143.1885 89.538 32.19
143.5547 89.846 30.99
143.9209 90.171 29.57
144.2871 90.500 27.85
144.6533 90.817 25.81
145.0195 91.106 23.50
145.3858 91.357 21.00
145.7520 91.566 18.37
146.1182 91.735 15.70
146.4844 91.866 13.05
146.8506 91.965 10.47
147.2168 92.043 8.01
147.5830 92.112 5.66
147.9492 92.181 3.35
148.3154 92.253 1.02
148.6817 92.320 -1.40
149.0479 92.374 -3.94
149.4141 92.403 -6.56
149.7803 92.406 -9.18
150.1465 92.390 -11.77
150.5127 92.361 -14.33
150.8789 92.325 -16.88
151.2451 92.278 -19.47
151.6113 92.213 -22.10
151.9776 92.123 -24.75
152.3438 92.007 -27.34
152.7100 91.869 -29.83
153.0762 91.720 -32.18
153.4424 91.565 -34.41
153.8086 91.408 -36.56
154.1748 91.246 -38.65
154.5410 91.079 -40.69
154.9072 90.904 -42.65
155.2735 90.724 -44.53
155.6397 90.543 -46.33
156.0059 90.365 -48.05
156.3721 90.190 -49.73
156.7383 90.023 -51.38
157.1045 89.866 -53.04
157.4707 89.718 -54.78
157.8369 89.573 -56.66
