* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, no input selected, R, volume: no control. Timing signal peak level -35.5 dBFS, measurement signal peak level -29.0 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -20.0 dBFS using an acoustic timing reference
* Dated: Apr 18, 2026 8:56:39 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0490 ms (-17 mm, -0.66 in) using estimated IR delay relative to Acoustic reference played from  L with no timing offset
* Measurement: L 2
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.3662 52.375 -134.85
0.7324 57.408 -156.67
1.0986 59.640 175.63
1.4648 60.385 145.10
1.8311 60.145 111.57
2.1973 59.318 74.28
2.5635 58.412 33.50
2.9297 57.828 -7.62
3.2959 57.386 -44.63
3.6621 56.492 -75.33
4.0283 54.548 -98.66
4.3945 50.953 -109.62
4.7607 47.073 -86.77
5.1270 50.577 -56.91
5.4932 54.742 -60.71
5.8594 57.277 -74.93
6.2256 58.692 -92.52
6.5918 59.300 -111.68
6.9580 59.259 -131.67
7.3242 58.645 -151.75
7.6904 57.492 -170.62
8.0566 55.862 174.08
8.4229 54.088 166.05
8.7891 53.238 166.71
9.1553 54.097 167.14
9.5215 55.520 159.46
9.8877 56.345 145.36
10.2539 55.812 127.87
10.6201 53.537 108.65
10.9863 48.450 88.28
11.3525 26.237 56.77
11.7188 46.681 -131.11
12.0850 52.108 -153.20
12.4512 54.223 -175.93
12.8174 54.656 159.52
13.1836 53.927 131.28
13.5498 52.565 96.28
13.9160 51.769 53.40
14.2822 52.546 11.68
14.6484 53.965 -20.15
15.0146 55.010 -43.33
15.3809 55.412 -60.70
15.7471 55.176 -73.61
16.1133 54.377 -81.95
16.4795 53.246 -84.26
16.8457 52.479 -79.35
17.2119 53.011 -71.99
17.5781 54.545 -70.81
17.9443 56.044 -77.38
18.3105 56.972 -88.91
18.6768 57.161 -102.67
19.0430 56.537 -116.11
19.4092 55.085 -125.69
19.7754 53.252 -125.58
20.1416 52.909 -114.43
20.5078 54.819 -109.08
20.8740 56.819 -116.03
21.2402 57.831 -129.54
21.6064 57.565 -145.39
21.9727 55.615 -160.61
22.3389 50.651 -168.34
22.7051 43.484 -101.95
23.0713 53.226 -67.38
23.4375 58.062 -76.74
23.8037 60.524 -89.80
24.1699 61.690 -102.25
24.5361 62.034 -112.55
24.9023 61.894 -119.92
25.2686 61.573 -124.39
25.6348 61.268 -126.85
26.0010 60.995 -128.17
26.3672 60.724 -128.15
26.7334 60.606 -126.01
27.0996 60.970 -122.57
27.4658 61.891 -120.83
27.8320 63.003 -122.81
28.1982 63.897 -127.81
28.5645 64.391 -133.87
28.9307 64.508 -138.91
29.2969 64.469 -141.36
29.6631 64.639 -141.13
30.0293 65.258 -140.42
30.3955 66.161 -141.72
30.7617 66.992 -145.48
31.1279 67.509 -150.53
31.4941 67.649 -155.23
31.8604 67.505 -158.06
32.2266 67.317 -158.12
32.5928 67.391 -156.04
32.9590 67.849 -153.91
33.3252 68.514 -153.48
33.6914 69.130 -154.87
34.0576 69.554 -157.16
34.4238 69.784 -159.34
34.7900 69.908 -160.80
35.1563 70.035 -161.54
35.5225 70.223 -162.01
35.8887 70.452 -162.68
36.2549 70.668 -163.59
36.6211 70.850 -164.50
36.9873 71.025 -165.14
37.3535 71.243 -165.60
37.7197 71.521 -166.18
38.0859 71.822 -167.16
38.4522 72.093 -168.44
38.8184 72.315 -169.67
39.1846 72.525 -170.57
39.5508 72.778 -171.19
39.9170 73.092 -171.91
40.2832 73.423 -173.05
40.6494 73.700 -174.52
41.0156 73.884 -175.90
41.3818 73.998 -176.72
41.7481 74.100 -176.77
42.1143 74.241 -176.14
42.4805 74.433 -174.99
42.8467 74.680 -173.18
43.2129 75.049 -170.49
43.5791 75.667 -167.24
43.9453 76.602 -164.56
44.3115 77.754 -163.67
44.6777 78.933 -164.88
45.0439 80.000 -167.65
45.4102 80.913 -171.20
45.7764 81.710 -174.94
46.1426 82.457 -178.71
46.5088 83.200 177.30
46.8750 83.929 172.75
47.2412 84.597 167.51
47.6074 85.148 161.75
47.9736 85.553 155.84
48.3398 85.823 150.21
48.7061 85.999 145.19
49.0723 86.143 140.88
49.4385 86.309 137.15
49.8047 86.520 133.72
50.1709 86.766 130.33
50.5371 87.022 126.93
50.9033 87.273 123.62
51.2695 87.533 120.55
51.6357 87.836 117.75
52.0020 88.223 115.05
52.3682 88.705 112.07
52.7344 89.257 108.47
53.1006 89.830 104.11
53.4668 90.382 99.08
53.8330 90.897 93.55
54.1992 91.386 87.66
54.5654 91.874 81.37
54.9316 92.368 74.47
55.2979 92.847 66.69
55.6641 93.259 57.90
56.0303 93.544 48.15
56.3965 93.651 37.70
56.7627 93.549 26.96
57.1289 93.234 16.38
57.4951 92.729 6.40
57.8613 92.087 -2.61
58.2275 91.386 -10.48
58.5938 90.704 -17.34
58.9600 90.094 -23.54
59.3262 89.564 -29.52
59.6924 89.091 -35.53
60.0586 88.648 -41.65
60.4248 88.230 -47.79
60.7910 87.851 -53.91
61.1572 87.533 -60.08
61.5234 87.298 -66.38
61.8897 87.166 -72.96
62.2559 87.158 -80.04
62.6221 87.281 -87.92
62.9883 87.514 -96.96
63.3545 87.799 -107.39
63.7207 88.061 -119.20
64.0869 88.231 -132.09
64.4531 88.259 -145.64
64.8193 88.118 -159.31
65.1856 87.811 -172.56
65.5518 87.367 175.08
65.9180 86.838 163.93
66.2842 86.288 154.08
66.6504 85.773 145.32
67.0166 85.308 137.31
67.3828 84.868 129.74
67.7490 84.410 122.55
68.1152 83.900 115.90
68.4815 83.336 110.02
68.8477 82.739 105.09
69.2139 82.134 101.16
69.5801 81.541 98.22
69.9463 80.972 96.31
70.3125 80.458 95.52
70.6787 80.057 95.87
71.0449 79.834 97.01
71.4111 79.806 98.33
71.7773 79.919 99.31
72.1436 80.097 99.90
72.5098 80.303 100.40
72.8760 80.562 101.05
73.2422 80.925 101.79
73.6084 81.414 102.21
73.9746 81.995 101.87
74.3408 82.599 100.65
74.7070 83.173 98.73
75.0732 83.702 96.41
75.4395 84.203 93.85
75.8057 84.698 91.05
76.1719 85.193 87.86
76.5381 85.666 84.14
76.9043 86.082 79.88
77.2705 86.409 75.27
77.6367 86.639 70.55
78.0029 86.783 65.97
78.3691 86.874 61.67
78.7354 86.944 57.64
79.1016 87.015 53.73
79.4678 87.087 49.78
79.8340 87.145 45.68
80.2002 87.170 41.41
80.5664 87.148 37.02
80.9326 87.069 32.56
81.2988 86.927 28.11
81.6650 86.712 23.76
82.0313 86.421 19.67
82.3975 86.063 16.04
82.7637 85.672 13.06
83.1299 85.301 10.73
83.4961 84.998 8.82
83.8623 84.774 6.89
84.2285 84.588 4.58
84.5947 84.374 1.82
84.9609 84.076 -1.15
85.3272 83.681 -3.90
85.6934 83.218 -6.08
86.0596 82.741 -7.57
86.4258 82.297 -8.53
86.7920 81.888 -9.21
87.1582 81.486 -9.71
87.5244 81.069 -9.83
87.8906 80.663 -9.27
88.2568 80.338 -7.96
88.6231 80.163 -6.29
88.9893 80.138 -4.92
89.3555 80.185 -4.29
89.7217 80.214 -4.28
90.0879 80.187 -4.47
90.4541 80.131 -4.43
90.8203 80.109 -4.11
91.1865 80.161 -3.85
91.5527 80.267 -4.06
91.9190 80.359 -4.90
92.2852 80.377 -6.12
92.6514 80.310 -7.26
93.0176 80.201 -7.96
93.3838 80.121 -8.19
93.7500 80.118 -8.30
94.1162 80.179 -8.73
94.4824 80.250 -9.67
94.8486 80.279 -10.94
95.2149 80.256 -12.21
95.5811 80.216 -13.23
95.9473 80.209 -14.04
96.3135 80.258 -14.94
96.6797 80.344 -16.23
97.0459 80.419 -17.97
97.4121 80.446 -20.01
97.7783 80.421 -22.07
98.1445 80.370 -23.98
98.5108 80.325 -25.77
98.8770 80.300 -27.63
99.2432 80.280 -29.71
99.6094 80.235 -32.07
99.9756 80.143 -34.60
100.3418 79.999 -37.10
100.7080 79.814 -39.47
101.0742 79.605 -41.68
101.4404 79.381 -43.77
101.8066 79.140 -45.76
102.1729 78.879 -47.64
102.5391 78.603 -49.35
102.9053 78.321 -50.89
103.2715 78.042 -52.34
103.6377 77.755 -53.77
104.0039 77.441 -55.17
104.3701 77.083 -56.38
104.7363 76.692 -57.13
105.1025 76.316 -57.23
105.4688 76.018 -56.78
105.8350 75.841 -56.23
106.2012 75.764 -56.06
106.5674 75.724 -56.54
106.9336 75.660 -57.54
107.2998 75.549 -58.77
107.6660 75.413 -59.99
108.0322 75.287 -61.22
108.3984 75.190 -62.73
108.7647 75.093 -64.84
109.1309 74.935 -67.66
109.4971 74.652 -71.03
109.8633 74.201 -74.59
110.2295 73.575 -77.89
110.5957 72.793 -80.57
110.9619 71.891 -82.39
111.3281 70.896 -83.26
111.6943 69.818 -83.15
112.0606 68.649 -81.84
112.4268 67.396 -78.90
112.7930 66.114 -73.75
113.1592 64.916 -65.96
113.5254 63.946 -55.37
113.8916 63.388 -41.96
114.2578 63.543 -26.44
114.6240 64.647 -11.76
114.9902 66.451 -1.51
115.3565 68.443 3.48
115.7227 70.295 4.47
116.0889 71.907 2.95
116.4551 73.288 -0.05
116.8213 74.487 -3.95
117.1875 75.552 -8.53
117.5537 76.512 -13.73
117.9199 77.380 -19.56
118.2861 78.156 -25.98
118.6524 78.842 -32.97
119.0186 79.439 -40.47
119.3848 79.947 -48.47
119.7510 80.363 -56.94
120.1172 80.678 -65.87
120.4834 80.881 -75.18
120.8496 80.962 -84.73
121.2158 80.921 -94.38
121.5820 80.768 -103.97
121.9483 80.521 -113.38
122.3145 80.206 -122.56
122.6807 79.847 -131.57
123.0469 79.457 -140.52
123.4131 79.036 -149.53
123.7793 78.579 -158.63
124.1455 78.079 -167.81
124.5117 77.539 -176.98
124.8779 76.978 173.96
125.2442 76.425 165.05
125.6104 75.912 156.23
125.9766 75.460 147.37
126.3428 75.071 138.32
126.7090 74.730 129.01
127.0752 74.411 119.47
127.4414 74.092 109.89
127.8076 73.761 100.48
128.1738 73.421 91.50
128.5400 73.094 83.09
128.9063 72.806 75.27
129.2725 72.580 67.88
129.6387 72.415 60.63
130.0049 72.283 53.25
130.3711 72.137 45.61
130.7373 71.933 37.75
131.1035 71.640 29.83
131.4697 71.253 22.02
131.8359 70.786 14.45
132.2022 70.265 7.09
132.5684 69.706 -0.22
132.9346 69.109 -7.76
133.3008 68.455 -15.78
133.6670 67.719 -24.48
134.0332 66.883 -34.07
134.3994 65.945 -44.80
134.7656 64.932 -57.10
135.1318 63.908 -71.50
135.4981 63.006 -88.48
135.8643 62.433 -107.87
136.2305 62.387 -128.24
136.5967 62.891 -147.34
136.9629 63.783 -163.52
137.3291 64.875 -176.41
137.6953 66.059 173.46
138.0615 67.288 165.28
138.4277 68.533 158.24
138.7940 69.760 151.71
139.1602 70.929 145.33
139.5264 72.007 138.95
139.8926 72.971 132.58
140.2588 73.812 126.33
140.6250 74.535 120.34
140.9912 75.158 114.72
141.3574 75.707 109.53
141.7236 76.213 104.76
142.0899 76.697 100.28
142.4561 77.166 95.95
142.8223 77.613 91.66
143.1885 78.023 87.41
143.5547 78.390 83.28
143.9209 78.725 79.37
144.2871 79.052 75.74
144.6533 79.399 72.27
145.0195 79.777 68.74
145.3858 80.173 64.93
145.7520 80.551 60.73
146.1182 80.877 56.20
146.4844 81.130 51.52
146.8506 81.311 46.93
147.2168 81.445 42.58
147.5830 81.562 38.50
147.9492 81.687 34.56
148.3154 81.823 30.60
148.6817 81.956 26.48
149.0479 82.063 22.19
149.4141 82.131 17.82
149.7803 82.158 13.51
150.1465 82.159 9.32
150.5127 82.151 5.27
150.8789 82.143 1.25
151.2451 82.133 -2.81
151.6113 82.113 -6.99
151.9776 82.071 -11.26
152.3438 82.000 -15.61
152.7100 81.898 -20.00
153.0762 81.764 -24.42
153.4424 81.596 -28.86
153.8086 81.387 -33.31
154.1748 81.131 -37.70
154.5410 80.828 -41.95
154.9072 80.486 -45.96
155.2735 80.122 -49.69
155.6397 79.756 -53.14
