* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, no input selected, R, volume: no control. Timing signal peak level -33.8 dBFS, measurement signal peak level -25.5 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -20.0 dBFS using an acoustic timing reference
* Dated: Apr 18, 2026 9:00:07 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0495 ms (-17 mm, -0.67 in) using estimated IR delay relative to Acoustic reference played from  L with no timing offset
* Measurement: L + Sub 5
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.3662 53.193 -32.93
0.7324 47.706 -92.89
1.0986 51.510 164.66
1.4648 57.631 123.78
1.8311 60.743 96.89
2.1973 62.069 73.35
2.5635 62.098 50.87
2.9297 61.034 28.42
3.2959 59.000 4.92
3.6621 56.210 -21.32
4.0283 53.315 -52.18
4.3945 51.532 -84.90
4.7607 51.221 -110.17
5.1270 51.548 -124.38
5.4932 52.065 -130.10
5.8594 52.908 -131.02
6.2256 54.205 -131.98
6.5918 55.602 -136.76
6.9580 56.594 -145.32
7.3242 56.972 -154.69
7.6904 57.056 -160.43
8.0566 58.009 -160.89
8.4229 60.645 -164.37
8.7891 63.923 -177.42
9.1553 66.836 162.42
9.5215 69.050 138.52
9.8877 70.452 112.79
10.2539 70.671 86.12
10.6201 69.567 59.00
10.9863 66.802 31.93
11.3525 60.210 7.14
11.7188 51.785 134.28
12.0850 65.209 119.72
12.4512 69.988 93.18
12.8174 72.505 66.71
13.1836 73.732 42.10
13.5498 73.963 21.36
13.9160 73.439 8.07
14.2822 73.093 6.80
14.6484 74.727 11.90
15.0146 77.815 8.44
15.3809 80.680 -3.99
15.7471 82.822 -20.78
16.1133 84.231 -39.21
16.4795 84.966 -57.84
16.8457 85.079 -75.71
17.2119 84.610 -91.91
17.5781 83.618 -105.30
17.9443 82.255 -114.36
18.3105 80.901 -117.68
18.6768 80.175 -116.33
19.0430 80.337 -115.06
19.4092 80.928 -117.39
19.7754 81.426 -122.89
20.1416 81.612 -129.60
20.5078 81.492 -135.61
20.8740 81.230 -139.48
21.2402 81.130 -140.82
21.6064 81.465 -141.15
21.9727 82.197 -143.02
22.3389 83.004 -147.66
22.7051 83.582 -154.48
23.0713 83.771 -161.98
23.4375 83.557 -168.43
23.8037 83.094 -172.06
24.1699 82.763 -172.05
24.5361 82.991 -170.24
24.9023 83.767 -170.32
25.2686 84.663 -174.01
25.6348 85.315 179.52
26.0010 85.577 171.89
26.3672 85.456 164.60
26.7334 85.056 158.82
27.0996 84.560 155.18
27.4658 84.172 153.41
27.8320 84.007 152.48
28.1982 84.027 151.32
28.5645 84.129 149.61
28.9307 84.251 147.55
29.2969 84.398 145.35
29.6631 84.592 142.96
30.0293 84.827 140.11
30.3955 85.061 136.60
30.7617 85.242 132.48
31.1279 85.329 127.92
31.4941 85.303 123.19
31.8604 85.160 118.53
32.2266 84.907 114.21
32.5928 84.570 110.44
32.9590 84.193 107.37
33.3252 83.831 104.95
33.6914 83.527 102.90
34.0576 83.282 100.78
34.4238 83.050 98.34
34.7900 82.777 95.60
35.1563 82.431 92.86
35.5225 82.024 90.43
35.8887 81.595 88.48
36.2549 81.182 86.92
36.6211 80.792 85.57
36.9873 80.409 84.34
37.3535 80.022 83.35
37.7197 79.649 82.72
38.0859 79.322 82.37
38.4522 79.055 82.02
38.8184 78.814 81.39
39.1846 78.541 80.46
39.5508 78.200 79.55
39.9170 77.807 79.02
40.2832 77.423 78.95
40.6494 77.101 79.02
41.0156 76.837 78.63
41.3818 76.556 77.31
41.7481 76.157 74.96
42.1143 75.550 71.71
42.4805 74.659 67.74
42.8467 73.395 63.03
43.2129 71.596 57.18
43.5791 68.902 48.83
43.9453 64.405 32.44
44.3115 58.162 -30.01
44.6777 64.957 -101.01
45.0439 70.873 -120.58
45.4102 74.769 -131.81
45.7764 77.619 -140.99
46.1426 79.807 -149.41
46.5088 81.518 -157.32
46.8750 82.867 -164.70
47.2412 83.939 -171.45
47.6074 84.807 -177.56
47.9736 85.527 176.91
48.3398 86.135 171.85
48.7061 86.643 167.15
49.0723 87.052 162.83
49.4385 87.368 158.99
49.8047 87.616 155.82
50.1709 87.844 153.37
50.5371 88.101 151.54
50.9033 88.420 150.06
51.2695 88.803 148.68
51.6357 89.241 147.24
52.0020 89.733 145.71
52.3682 90.291 144.02
52.7344 90.929 141.98
53.1006 91.636 139.32
53.4668 92.380 135.85
53.8330 93.124 131.55
54.1992 93.838 126.49
54.5654 94.510 120.76
54.9316 95.130 114.40
55.2979 95.684 107.36
55.6641 96.143 99.65
56.0303 96.469 91.33
56.3965 96.624 82.61
56.7627 96.581 73.77
57.1289 96.331 65.22
57.4951 95.890 57.36
57.8613 95.304 50.54
58.2275 94.644 44.92
58.5938 93.988 40.39
58.9600 93.388 36.54
59.3262 92.848 32.88
59.6924 92.330 29.07
60.0586 91.788 25.04
60.4248 91.197 20.85
60.7910 90.556 16.58
61.1572 89.878 12.15
61.5234 89.160 7.27
61.8897 88.373 1.55
62.2559 87.444 -5.45
62.6221 86.263 -14.19
62.9883 84.674 -25.32
63.3545 82.450 -40.17
63.7207 79.316 -62.56
64.0869 75.748 -103.63
64.4531 76.153 -162.74
64.8193 79.725 159.49
65.1856 82.568 137.62
65.5518 84.463 122.04
65.9180 85.675 109.75
66.2842 86.416 99.75
66.6504 86.843 91.61
67.0166 87.075 84.95
67.3828 87.187 79.34
67.7490 87.202 74.39
68.1152 87.104 69.87
68.4815 86.863 65.85
68.8477 86.463 62.61
69.2139 85.920 60.60
69.5801 85.293 60.28
69.9463 84.692 61.91
70.3125 84.253 65.33
70.6787 84.084 69.79
71.0449 84.198 74.32
71.4111 84.525 78.22
71.7773 84.978 81.30
72.1436 85.503 83.70
72.5098 86.090 85.54
72.8760 86.743 86.81
73.2422 87.453 87.35
73.6084 88.190 87.04
73.9746 88.913 85.88
74.3408 89.589 84.00
74.7070 90.202 81.60
75.0732 90.751 78.84
75.4395 91.243 75.79
75.8057 91.680 72.49
76.1719 92.056 68.96
76.5381 92.363 65.24
76.9043 92.595 61.45
77.2705 92.753 57.71
77.6367 92.850 54.15
78.0029 92.907 50.83
78.3691 92.944 47.70
78.7354 92.971 44.71
79.1016 92.988 41.76
79.4678 92.991 38.86
79.8340 92.980 36.03
80.2002 92.962 33.29
80.5664 92.948 30.61
80.9326 92.944 27.89
81.2988 92.941 25.04
81.6650 92.918 22.02
82.0313 92.856 18.92
82.3975 92.752 15.93
82.7637 92.623 13.18
83.1299 92.503 10.71
83.4961 92.421 8.34
83.8623 92.381 5.79
84.2285 92.354 2.81
84.5947 92.292 -0.67
84.9609 92.152 -4.54
85.3272 91.908 -8.56
85.6934 91.555 -12.46
86.0596 91.109 -16.02
86.4258 90.593 -19.12
86.7920 90.035 -21.72
87.1582 89.452 -23.87
87.5244 88.851 -25.64
87.8906 88.227 -27.09
88.2568 87.571 -28.15
88.6231 86.876 -28.71
88.9893 86.152 -28.55
89.3555 85.432 -27.45
89.7217 84.776 -25.31
90.0879 84.253 -22.28
90.4541 83.911 -18.79
90.8203 83.750 -15.36
91.1865 83.733 -12.34
91.5527 83.812 -9.85
91.9190 83.959 -7.89
92.2852 84.157 -6.45
92.6514 84.391 -5.57
93.0176 84.640 -5.26
93.3838 84.878 -5.52
93.7500 85.080 -6.25
94.1162 85.229 -7.29
94.4824 85.321 -8.46
94.8486 85.367 -9.55
95.2149 85.392 -10.44
95.5811 85.434 -11.12
95.9473 85.523 -11.75
96.3135 85.671 -12.62
96.6797 85.859 -13.98
97.0459 86.047 -15.98
97.4121 86.196 -18.56
97.7783 86.280 -21.58
98.1445 86.293 -24.86
98.5108 86.241 -28.27
98.8770 86.132 -31.75
99.2432 85.970 -35.31
99.6094 85.755 -38.92
99.9756 85.484 -42.55
100.3418 85.155 -46.16
100.7080 84.773 -49.71
101.0742 84.341 -53.17
101.4404 83.858 -56.57
101.8066 83.316 -59.88
102.1729 82.710 -63.04
102.5391 82.041 -65.93
102.9053 81.321 -68.48
103.2715 80.571 -70.67
103.6377 79.802 -72.62
104.0039 79.008 -74.43
104.3701 78.166 -76.16
104.7363 77.257 -77.69
105.1025 76.282 -78.80
105.4688 75.272 -79.35
105.8350 74.273 -79.42
106.2012 73.313 -79.32
106.5674 72.378 -79.47
106.9336 71.433 -80.11
107.2998 70.445 -81.42
107.6660 69.406 -83.68
108.0322 68.310 -87.53
108.3984 67.135 -94.02
108.7647 65.876 -104.66
109.1309 64.689 -121.17
109.4971 64.090 -144.16
109.8633 64.706 -169.81
110.2295 66.365 168.13
110.5957 68.361 151.55
110.9619 70.259 139.01
111.3281 71.914 129.00
111.6943 73.294 120.61
112.0606 74.414 113.49
112.4268 75.316 107.54
112.7930 76.059 102.73
113.1592 76.715 98.94
113.5254 77.344 95.92
113.8916 77.981 93.27
114.2578 78.627 90.69
114.6240 79.265 87.95
114.9902 79.878 84.99
115.3565 80.456 81.79
115.7227 80.992 78.30
116.0889 81.476 74.50
116.4551 81.891 70.38
116.8213 82.220 65.98
117.1875 82.451 61.40
117.5537 82.581 56.77
117.9199 82.614 52.15
118.2861 82.552 47.56
118.6524 82.390 42.97
119.0186 82.104 38.36
119.3848 81.655 33.84
119.7510 81.000 29.66
120.1172 80.101 26.31
120.4834 78.943 24.53
120.8496 77.561 25.36
121.2158 76.095 30.04
121.5820 74.867 39.47
121.9483 74.351 52.68
122.3145 74.803 66.09
122.6807 75.972 76.18
123.0469 77.415 82.01
123.4131 78.827 84.27
123.7793 80.060 84.04
124.1455 81.062 82.31
124.5117 81.835 79.88
124.8779 82.419 77.31
125.2442 82.870 74.93
125.6104 83.244 72.82
125.9766 83.577 70.87
126.3428 83.878 68.93
126.7090 84.137 66.93
127.0752 84.340 64.95
127.4414 84.488 63.12
127.8076 84.599 61.55
128.1738 84.697 60.28
128.5400 84.804 59.22
128.9063 84.925 58.24
129.2725 85.056 57.28
129.6387 85.189 56.29
130.0049 85.323 55.30
130.3711 85.460 54.29
130.7373 85.601 53.23
131.1035 85.740 52.07
131.4697 85.866 50.78
131.8359 85.965 49.43
132.2022 86.033 48.11
132.5684 86.077 46.93
132.9346 86.111 45.94
133.3008 86.153 45.10
133.6670 86.211 44.32
134.0332 86.279 43.49
134.3994 86.343 42.55
134.7656 86.384 41.55
135.1318 86.393 40.58
135.4981 86.373 39.78
135.8643 86.341 39.22
136.2305 86.314 38.90
136.5967 86.304 38.75
136.9629 86.310 38.66
137.3291 86.321 38.61
137.6953 86.331 38.65
138.0615 86.341 38.87
138.4277 86.369 39.33
138.7940 86.435 40.00
139.1602 86.552 40.77
139.5264 86.724 41.49
139.8926 86.943 42.07
140.2588 87.200 42.46
140.6250 87.487 42.60
140.9912 87.795 42.48
141.3574 88.111 42.06
141.7236 88.422 41.39
142.0899 88.721 40.53
142.4561 89.007 39.57
142.8223 89.292 38.57
143.1885 89.587 37.50
143.5547 89.899 36.28
143.9209 90.221 34.83
144.2871 90.542 33.08
144.6533 90.845 31.06
145.0195 91.120 28.81
145.3858 91.363 26.38
145.7520 91.571 23.85
146.1182 91.743 21.25
146.4844 91.880 18.64
146.8506 91.987 16.08
147.2168 92.071 13.59
147.5830 92.143 11.20
147.9492 92.211 8.85
148.3154 92.278 6.49
148.6817 92.340 4.07
149.0479 92.388 1.56
149.4141 92.418 -0.99
149.7803 92.428 -3.56
150.1465 92.422 -6.12
150.5127 92.404 -8.69
150.8789 92.372 -11.29
151.2451 92.322 -13.93
151.6113 92.249 -16.59
151.9776 92.149 -19.22
152.3438 92.025 -21.76
152.7100 91.885 -24.19
153.0762 91.734 -26.52
153.4424 91.577 -28.75
153.8086 91.413 -30.92
154.1748 91.239 -33.03
154.5410 91.056 -35.05
154.9072 90.865 -36.95
155.2735 90.673 -38.72
155.6397 90.488 -40.36
156.0059 90.317 -41.91
156.3721 90.166 -43.43
156.7383 90.035 -45.01
157.1045 89.919 -46.72
157.4707 89.802 -48.64
157.8369 89.669 -50.76
158.2031 89.506 -53.02
