* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, no input selected, R, volume: no control. Timing signal peak level -35.2 dBFS, measurement signal peak level -29.9 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -20.0 dBFS using an acoustic timing reference
* Dated: Apr 18, 2026 9:02:08 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0339 ms (-12 mm, -0.46 in) using estimated IR delay relative to Acoustic reference played from  L with no timing offset
* Measurement: R 3
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.3662 56.007 -12.26
0.7324 49.139 -13.79
1.0986 48.423 98.71
1.4648 57.409 100.80
1.8311 60.810 88.78
2.1973 61.607 75.94
2.5635 60.055 66.31
2.9297 55.286 73.88
3.2959 55.037 138.12
3.6621 61.863 151.94
4.0283 65.560 143.23
4.3945 67.218 130.31
4.7607 67.311 116.88
5.1270 65.816 105.31
5.4932 62.212 100.97
5.8594 56.630 130.47
6.2256 60.387 -178.37
6.5918 65.249 -174.51
6.9580 68.000 178.11
7.3242 69.570 167.83
7.6904 70.424 155.89
8.0566 70.744 141.91
8.4229 70.547 125.04
8.7891 69.764 104.32
9.1553 68.330 78.49
9.5215 66.311 45.50
9.8877 64.194 3.20
10.2539 62.653 -46.11
10.6201 61.845 -94.33
10.9863 61.031 -138.52
11.3525 59.633 178.45
11.7188 57.627 133.45
12.0850 55.163 84.92
12.4512 52.160 31.37
12.8174 48.739 -35.90
13.1836 48.808 -120.07
13.5498 52.195 178.11
13.9160 54.539 134.10
14.2822 55.555 95.30
14.6484 55.794 56.34
15.0146 56.075 16.02
15.3809 57.036 -21.82
15.7471 58.484 -52.63
16.1133 59.918 -76.29
16.4795 61.060 -95.07
16.8457 61.777 -111.10
17.2119 61.946 -125.63
17.5781 61.424 -139.08
17.9443 60.023 -151.14
18.3105 57.411 -160.66
18.6768 52.742 -163.30
19.0430 44.873 -124.59
19.4092 50.773 -59.15
19.7754 56.338 -57.74
20.1416 59.377 -67.43
20.5078 60.964 -81.33
20.8740 61.388 -97.90
21.2402 60.640 -116.31
21.6064 58.471 -135.46
21.9727 54.099 -151.87
22.3389 45.529 -137.75
22.7051 49.809 -75.86
23.0713 55.317 -89.99
23.4375 57.834 -116.41
23.8037 58.716 -146.16
24.1699 58.173 -178.00
24.5361 55.818 145.22
24.9023 51.338 85.35
25.2686 53.586 -6.10
25.6348 59.144 -51.08
26.0010 62.409 -77.23
26.3672 64.106 -95.69
26.7334 64.783 -107.97
27.0996 64.951 -113.83
27.4658 65.222 -114.12
27.8320 65.978 -112.47
28.1982 67.010 -112.33
28.5645 67.933 -114.00
28.9307 68.600 -116.07
29.2969 69.088 -117.35
29.6631 69.572 -117.53
30.0293 70.196 -117.20
30.3955 70.997 -117.37
30.7617 71.913 -118.84
31.1279 72.834 -121.99
31.4941 73.642 -126.76
31.8604 74.231 -132.69
32.2266 74.530 -138.99
32.5928 74.531 -144.58
32.9590 74.325 -148.30
33.3252 74.136 -149.45
33.6914 74.242 -148.71
34.0576 74.733 -148.15
34.4238 75.409 -149.36
34.7900 76.006 -152.22
35.1563 76.393 -155.60
35.5225 76.600 -158.32
35.8887 76.768 -159.78
36.2549 77.055 -160.34
36.6211 77.504 -161.03
36.9873 78.024 -162.58
37.3535 78.491 -164.96
37.7197 78.846 -167.59
38.0859 79.116 -169.90
38.4522 79.381 -171.69
38.8184 79.709 -173.21
39.1846 80.110 -174.94
39.5508 80.539 -177.17
39.9170 80.939 -179.84
40.2832 81.286 177.32
40.6494 81.595 174.61
41.0156 81.904 172.14
41.3818 82.249 169.80
41.7481 82.641 167.35
42.1143 83.062 164.55
42.4805 83.475 161.34
42.8467 83.843 157.78
43.2129 84.149 154.07
43.5791 84.391 150.40
43.9453 84.585 146.90
44.3115 84.751 143.61
44.6777 84.902 140.46
45.0439 85.036 137.34
45.4102 85.139 134.23
45.7764 85.191 131.19
46.1426 85.183 128.41
46.5088 85.131 126.11
46.8750 85.069 124.47
47.2412 85.050 123.47
47.6074 85.117 122.90
47.9736 85.283 122.41
48.3398 85.527 121.71
48.7061 85.811 120.73
49.0723 86.105 119.56
49.4385 86.408 118.38
49.8047 86.744 117.30
50.1709 87.140 116.22
50.5371 87.604 114.94
50.9033 88.116 113.27
51.2695 88.647 111.19
51.6357 89.178 108.82
52.0020 89.721 106.28
52.3682 90.301 103.57
52.7344 90.934 100.46
53.1006 91.604 96.68
53.4668 92.269 92.08
53.8330 92.883 86.71
54.1992 93.418 80.80
54.5654 93.877 74.56
54.9316 94.280 68.08
55.2979 94.647 61.27
55.6641 94.976 53.92
56.0303 95.232 45.86
56.3965 95.359 37.06
56.7627 95.304 27.72
57.1289 95.023 18.22
57.4951 94.505 9.06
57.8613 93.769 0.79
58.2275 92.879 -6.12
58.5938 91.935 -11.48
58.9600 91.035 -15.55
59.3262 90.218 -18.95
59.6924 89.439 -22.17
60.0586 88.618 -25.22
60.4248 87.715 -27.61
60.7910 86.773 -28.80
61.1572 85.891 -28.71
61.5234 85.129 -27.85
61.8897 84.426 -26.70
62.2559 83.676 -24.79
62.6221 82.917 -20.63
62.9883 82.513 -13.22
63.3545 82.930 -4.86
63.7207 84.070 0.03
64.0869 85.375 -0.11
64.4531 86.456 -3.99
64.8193 87.187 -9.90
65.1856 87.578 -16.56
65.5518 87.691 -23.12
65.9180 87.609 -29.13
66.2842 87.413 -34.43
66.6504 87.170 -39.14
67.0166 86.912 -43.49
67.3828 86.641 -47.69
67.7490 86.342 -51.86
68.1152 85.993 -55.96
68.4815 85.585 -59.85
68.8477 85.125 -63.35
69.2139 84.636 -66.31
69.5801 84.156 -68.68
69.9463 83.722 -70.57
70.3125 83.352 -72.20
70.6787 83.042 -73.82
71.0449 82.770 -75.53
71.4111 82.516 -77.36
71.7773 82.274 -79.25
72.1436 82.044 -81.22
72.5098 81.826 -83.32
72.8760 81.606 -85.63
73.2422 81.362 -88.17
73.6084 81.072 -90.86
73.9746 80.727 -93.53
74.3408 80.324 -96.03
74.7070 79.874 -98.19
75.0732 79.396 -99.85
75.4395 78.928 -100.86
75.8057 78.522 -101.22
76.1719 78.238 -101.17
76.5381 78.102 -101.18
76.9043 78.084 -101.75
77.2705 78.115 -103.10
77.6367 78.129 -105.13
78.0029 78.091 -107.49
78.3691 78.006 -109.85
78.7354 77.902 -112.01
79.1016 77.811 -113.98
79.4678 77.749 -115.87
79.8340 77.710 -117.79
80.2002 77.674 -119.80
80.5664 77.616 -121.80
80.9326 77.523 -123.58
81.2988 77.404 -124.77
81.6650 77.322 -125.00
82.0313 77.400 -124.18
82.3975 77.777 -122.97
82.7637 78.497 -122.68
83.1299 79.446 -124.54
83.4961 80.437 -128.93
83.8623 81.316 -135.52
84.2285 81.997 -143.68
84.5947 82.447 -152.73
84.9609 82.670 -162.10
85.3272 82.698 -171.28
85.6934 82.578 -179.91
86.0596 82.371 172.22
86.4258 82.135 165.11
86.7920 81.913 158.62
87.1582 81.719 152.52
87.5244 81.540 146.66
87.8906 81.357 141.05
88.2568 81.164 135.83
88.6231 80.977 131.08
88.9893 80.826 126.81
89.3555 80.728 122.82
89.7217 80.680 118.88
90.0879 80.653 114.90
90.4541 80.626 110.90
90.8203 80.595 107.05
91.1865 80.584 103.39
91.5527 80.618 99.83
91.9190 80.703 96.13
92.2852 80.816 92.10
92.6514 80.921 87.70
93.0176 80.996 83.08
93.3838 81.041 78.38
93.7500 81.069 73.66
94.1162 81.086 68.83
94.4824 81.077 63.78
94.8486 81.005 58.54
95.2149 80.839 53.31
95.5811 80.572 48.47
95.9473 80.237 44.34
96.3135 79.895 41.09
96.6797 79.610 38.54
97.0459 79.405 36.31
97.4121 79.262 34.10
97.7783 79.144 31.85
98.1445 79.041 29.69
98.5108 78.971 27.71
98.8770 78.964 25.79
99.2432 79.025 23.66
99.6094 79.124 21.10
99.9756 79.224 18.12
100.3418 79.307 14.86
100.7080 79.382 11.47
101.0742 79.472 7.91
101.4404 79.583 4.01
101.8066 79.696 -0.42
102.1729 79.771 -5.46
102.5391 79.771 -10.95
102.9053 79.681 -16.66
103.2715 79.509 -22.35
103.6377 79.283 -27.89
104.0039 79.032 -33.32
104.3701 78.773 -38.77
104.7363 78.501 -44.41
105.1025 78.192 -50.31
105.4688 77.821 -56.41
105.8350 77.376 -62.53
106.2012 76.864 -68.43
106.5674 76.323 -73.93
106.9336 75.800 -79.04
107.2998 75.338 -84.00
107.6660 74.938 -89.18
108.0322 74.559 -94.83
108.3984 74.145 -100.88
108.7647 73.663 -106.94
109.1309 73.141 -112.50
109.4971 72.673 -117.29
109.8633 72.370 -121.64
110.2295 72.264 -126.43
110.5957 72.265 -132.42
110.9619 72.217 -139.66
111.3281 71.999 -147.41
111.6943 71.582 -154.49
112.0606 71.069 -159.72
112.4268 70.692 -162.58
112.7930 70.688 -164.08
113.1592 71.060 -166.19
113.5254 71.569 -169.89
113.8916 71.984 -174.54
114.2578 72.248 -178.71
114.6240 72.498 178.80
114.9902 72.987 177.90
115.3565 73.860 176.98
115.7227 74.990 174.29
116.0889 76.124 169.47
116.4551 77.087 163.30
116.8213 77.841 156.85
117.1875 78.446 150.93
117.5537 79.019 145.84
117.9199 79.670 141.24
118.2861 80.430 136.42
118.6524 81.247 130.75
119.0186 82.030 124.08
119.3848 82.707 116.63
119.7510 83.248 108.73
120.1172 83.654 100.73
120.4834 83.947 92.82
120.8496 84.149 85.06
121.2158 84.275 77.44
121.5820 84.328 69.91
121.9483 84.300 62.47
122.3145 84.184 55.17
122.6807 83.975 48.12
123.0469 83.678 41.44
123.4131 83.303 35.26
123.7793 82.871 29.65
124.1455 82.402 24.64
124.5117 81.916 20.22
124.8779 81.429 16.30
125.2442 80.948 12.81
125.6104 80.470 9.70
125.9766 79.994 6.95
126.3428 79.522 4.60
126.7090 79.065 2.69
127.0752 78.639 1.18
127.4414 78.259 -0.03
127.8076 77.928 -1.06
128.1738 77.637 -2.03
128.5400 77.378 -2.99
128.9063 77.142 -3.96
129.2725 76.923 -4.98
129.6387 76.711 -6.05
130.0049 76.499 -7.13
130.3711 76.286 -8.14
130.7373 76.091 -9.03
131.1035 75.936 -9.89
131.4697 75.824 -10.98
131.8359 75.723 -12.52
132.2022 75.579 -14.49
132.5684 75.351 -16.56
132.9346 75.049 -18.28
133.3008 74.743 -19.33
133.6670 74.522 -19.92
134.0332 74.422 -20.69
134.3994 74.383 -22.25
134.7656 74.293 -24.68
135.1318 74.069 -27.47
135.4981 73.710 -29.85
135.8643 73.306 -31.26
136.2305 72.992 -31.80
136.5967 72.847 -32.23
136.9629 72.824 -33.45
137.3291 72.803 -35.70
137.6953 72.701 -38.59
138.0615 72.516 -41.56
138.4277 72.316 -44.32
138.7940 72.178 -47.16
139.1602 72.110 -50.70
139.5264 72.041 -55.41
139.8926 71.876 -61.27
140.2588 71.553 -67.88
140.6250 71.071 -74.71
140.9912 70.485 -81.40
141.3574 69.884 -87.96
141.7236 69.335 -94.82
142.0899 68.847 -102.61
142.4561 68.375 -111.73
142.8223 67.863 -122.11
143.1885 67.298 -133.23
143.5547 66.737 -144.29
143.9209 66.318 -154.46
144.2871 66.229 -163.38
144.6533 66.612 -171.53
145.0195 67.440 -179.97
145.3858 68.525 170.61
145.7520 69.649 160.32
146.1182 70.662 149.71
146.4844 71.497 139.45
146.8506 72.155 130.08
147.2168 72.685 121.90
147.5830 73.157 114.90
147.9492 73.623 108.76
148.3154 74.091 103.04
148.6817 74.531 97.48
149.0479 74.903 92.07
149.4141 75.196 87.03
149.7803 75.435 82.57
150.1465 75.671 78.67
150.5127 75.939 75.09
150.8789 76.234 71.45
151.2451 76.508 67.57
151.6113 76.711 63.61
151.9776 76.827 59.92
152.3438 76.890 56.90
152.7100 76.975 54.67
153.0762 77.155 52.96
153.4424 77.457 51.19
153.8086 77.839 48.86
154.1748 78.227 45.78
154.5410 78.558 42.12
154.9072 78.805 38.17
155.2735 78.972 34.22
155.6397 79.085 30.44
156.0059 79.173 26.85
156.3721 79.257 23.35
