* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, no input selected, R, volume: no control. Timing signal peak level -33.8 dBFS, measurement signal peak level -29.8 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -20.0 dBFS using an acoustic timing reference
* Dated: Apr 18, 2026 9:01:51 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0361 ms (-12 mm, -0.49 in) using estimated IR delay relative to Acoustic reference played from  L with no timing offset
* Measurement: R 1
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.3662 32.294 -177.57
0.7324 22.965 -4.38
1.0986 42.572 -13.37
1.4648 50.236 -27.85
1.8311 55.047 -44.65
2.1973 58.241 -62.76
2.5635 60.281 -81.61
2.9297 61.398 -100.88
3.2959 61.715 -120.39
3.6621 61.288 -140.10
4.0283 60.111 -160.13
4.3945 58.070 179.23
4.7607 54.830 157.17
5.1270 49.345 130.90
5.4932 37.137 65.09
5.8594 45.036 -62.48
6.2256 50.170 -95.76
6.5918 51.849 -124.40
6.9580 51.414 -155.02
7.3242 48.776 165.31
7.6904 45.545 91.06
8.0566 50.364 13.55
8.4229 55.259 -26.45
8.7891 58.234 -55.42
9.1553 59.884 -80.27
9.5215 60.550 -102.66
9.8877 60.433 -123.10
10.2539 59.427 -142.00
10.6201 57.750 -160.28
10.9863 55.714 179.85
11.3525 53.332 154.30
11.7188 50.930 116.72
12.0850 50.147 65.56
12.4512 51.645 17.18
12.8174 53.278 -21.35
13.1836 53.937 -55.51
13.5498 53.374 -90.27
13.9160 51.521 -131.40
14.2822 49.358 170.02
14.6484 50.883 100.59
15.0146 54.576 51.58
15.3809 57.467 16.76
15.7471 59.383 -11.64
16.1133 60.522 -36.17
16.4795 61.035 -57.55
16.8457 61.026 -75.80
17.2119 60.585 -90.63
17.5781 59.830 -101.54
17.9443 58.958 -108.10
18.3105 58.268 -110.60
18.6768 58.038 -111.02
19.0430 58.250 -112.45
19.4092 58.562 -116.84
19.7754 58.591 -124.22
20.1416 58.048 -133.44
20.5078 56.717 -142.73
20.8740 54.424 -148.95
21.2402 51.339 -145.54
21.6064 49.515 -126.51
21.9727 50.781 -112.14
22.3389 52.260 -113.34
22.7051 52.576 -120.74
23.0713 51.652 -126.14
23.4375 50.149 -120.23
23.8037 50.781 -101.59
24.1699 53.992 -93.27
24.5361 57.030 -97.85
24.9023 59.189 -107.21
25.2686 60.567 -117.02
25.6348 61.362 -125.15
26.0010 61.801 -130.54
26.3672 62.113 -133.08
26.7334 62.449 -133.41
27.0996 62.844 -132.20
27.4658 63.326 -129.53
27.8320 64.023 -125.64
28.1982 65.052 -121.91
28.5645 66.295 -120.14
28.9307 67.463 -120.80
29.2969 68.336 -122.87
29.6631 68.873 -124.69
30.0293 69.231 -124.83
30.3955 69.716 -123.09
30.7617 70.558 -121.21
31.1279 71.655 -121.43
31.4941 72.709 -124.39
31.8604 73.496 -129.22
32.2266 73.944 -134.57
32.5928 74.108 -139.21
32.9590 74.137 -142.32
33.3252 74.223 -143.92
33.6914 74.495 -144.92
34.0576 74.929 -146.38
34.4238 75.401 -148.74
34.7900 75.807 -151.67
35.1563 76.123 -154.59
35.5225 76.391 -157.05
35.8887 76.673 -158.99
36.2549 77.008 -160.68
36.6211 77.390 -162.38
36.9873 77.787 -164.20
37.3535 78.179 -166.08
37.7197 78.568 -167.89
38.0859 78.967 -169.65
38.4522 79.386 -171.44
38.8184 79.820 -173.38
39.1846 80.255 -175.53
39.5508 80.676 -177.89
39.9170 81.077 179.61
40.2832 81.456 176.99
40.6494 81.816 174.31
41.0156 82.159 171.58
41.3818 82.488 168.82
41.7481 82.810 166.05
42.1143 83.130 163.22
42.4805 83.449 160.32
42.8467 83.763 157.27
43.2129 84.062 154.07
43.5791 84.333 150.74
43.9453 84.569 147.34
44.3115 84.765 143.94
44.6777 84.923 140.61
45.0439 85.047 137.38
45.4102 85.136 134.28
45.7764 85.185 131.34
46.1426 85.190 128.66
46.5088 85.155 126.40
46.8750 85.105 124.74
47.2412 85.087 123.75
47.6074 85.150 123.26
47.9736 85.320 122.91
48.3398 85.579 122.33
48.7061 85.880 121.40
49.0723 86.187 120.24
49.4385 86.502 119.06
49.8047 86.852 117.96
50.1709 87.266 116.79
50.5371 87.742 115.31
50.9033 88.248 113.39
51.2695 88.752 111.13
51.6357 89.254 108.73
52.0020 89.785 106.29
52.3682 90.378 103.64
52.7344 91.036 100.46
53.1006 91.716 96.47
53.4668 92.362 91.68
53.8330 92.936 86.30
54.1992 93.435 80.63
54.5654 93.890 74.82
54.9316 94.335 68.76
55.2979 94.777 62.16
55.6641 95.180 54.69
56.0303 95.479 46.26
56.3965 95.605 37.01
56.7627 95.503 27.30
57.1289 95.148 17.64
57.4951 94.548 8.58
57.8613 93.747 0.65
58.2275 92.830 -5.79
58.5938 91.906 -10.77
58.9600 91.055 -14.76
59.3262 90.275 -18.42
59.6924 89.492 -22.10
60.0586 88.621 -25.54
60.4248 87.642 -28.08
60.7910 86.632 -29.08
61.1572 85.731 -28.53
61.5234 85.027 -27.23
61.8897 84.446 -26.04
62.2559 83.830 -24.74
62.6221 83.135 -21.90
62.9883 82.620 -15.97
63.3545 82.785 -7.95
63.7207 83.762 -2.08
64.0869 85.074 -1.10
64.4531 86.242 -4.37
64.8193 87.064 -10.19
65.1856 87.510 -17.06
65.5518 87.628 -23.94
65.9180 87.501 -30.14
66.2842 87.235 -35.36
66.6504 86.929 -39.67
67.0166 86.644 -43.46
67.3828 86.382 -47.15
67.7490 86.105 -50.99
68.1152 85.775 -54.90
68.4815 85.375 -58.65
68.8477 84.922 -62.00
69.2139 84.451 -64.82
69.5801 83.999 -67.16
69.9463 83.590 -69.17
70.3125 83.228 -71.01
70.6787 82.909 -72.77
71.0449 82.630 -74.51
71.4111 82.389 -76.29
71.7773 82.181 -78.21
72.1436 81.993 -80.34
72.5098 81.802 -82.73
72.8760 81.584 -85.36
73.2422 81.318 -88.12
73.6084 80.991 -90.86
73.9746 80.601 -93.40
74.3408 80.160 -95.52
74.7070 79.696 -97.09
75.0732 79.253 -98.04
75.4395 78.877 -98.52
75.8057 78.598 -98.83
76.1719 78.407 -99.34
76.5381 78.266 -100.26
76.9043 78.129 -101.54
77.2705 77.977 -102.92
77.6367 77.836 -104.12
78.0029 77.763 -105.13
78.3691 77.802 -106.28
78.7354 77.942 -108.10
79.1016 78.105 -110.91
79.4678 78.195 -114.61
79.8340 78.140 -118.71
80.2002 77.916 -122.52
80.5664 77.560 -125.33
80.9326 77.164 -126.58
81.2988 76.864 -126.09
81.6650 76.806 -124.23
82.0313 77.094 -121.90
82.3975 77.744 -120.29
82.7637 78.671 -120.51
83.1299 79.719 -123.13
83.4961 80.734 -128.15
83.8623 81.596 -135.14
84.2285 82.241 -143.50
84.5947 82.646 -152.62
84.9609 82.821 -161.94
85.3272 82.804 -170.98
85.6934 82.651 -179.44
86.0596 82.424 172.83
86.4258 82.176 165.76
86.7920 81.939 159.21
87.1582 81.720 153.05
87.5244 81.515 147.22
87.8906 81.325 141.75
88.2568 81.159 136.65
88.6231 81.024 131.84
88.9893 80.918 127.21
89.3555 80.820 122.68
89.7217 80.712 118.32
90.0879 80.588 114.27
90.4541 80.473 110.66
90.8203 80.405 107.47
91.1865 80.417 104.44
91.5527 80.508 101.21
91.9190 80.645 97.51
92.2852 80.782 93.29
92.6514 80.886 88.66
93.0176 80.943 83.80
93.3838 80.958 78.86
93.7500 80.940 73.90
94.1162 80.892 68.94
94.4824 80.811 64.00
94.8486 80.691 59.18
95.2149 80.533 54.59
95.5811 80.351 50.33
95.9473 80.160 46.43
96.3135 79.973 42.82
96.6797 79.785 39.43
97.0459 79.581 36.29
97.4121 79.356 33.54
97.7783 79.131 31.38
98.1445 78.960 29.84
98.5108 78.899 28.67
98.8770 78.965 27.35
99.2432 79.113 25.39
99.6094 79.274 22.68
99.9756 79.389 19.40
100.3418 79.447 15.87
100.7080 79.474 12.32
101.0742 79.509 8.73
101.4404 79.574 4.86
101.8066 79.652 0.47
102.1729 79.704 -4.55
102.5391 79.692 -10.06
102.9053 79.600 -15.84
103.2715 79.440 -21.64
103.6377 79.237 -27.35
104.0039 79.015 -33.01
104.3701 78.782 -38.72
104.7363 78.527 -44.59
105.1025 78.228 -50.62
105.4688 77.866 -56.69
105.8350 77.437 -62.63
106.2012 76.950 -68.28
106.5674 76.429 -73.55
106.9336 75.903 -78.44
107.2998 75.396 -83.07
107.6660 74.923 -87.64
108.0322 74.479 -92.39
108.3984 74.042 -97.48
108.7647 73.581 -102.95
109.1309 73.073 -108.65
109.4971 72.519 -114.35
109.8633 71.955 -119.80
110.2295 71.438 -124.93
110.5957 71.027 -129.89
110.9619 70.747 -134.99
111.3281 70.577 -140.43
111.6943 70.480 -146.15
112.0606 70.432 -151.81
112.4268 70.448 -157.04
112.7930 70.570 -161.67
113.1592 70.832 -165.82
113.5254 71.230 -169.79
113.8916 71.721 -173.78
114.2578 72.256 -177.75
114.6240 72.816 178.47
114.9902 73.415 175.03
115.3565 74.084 171.84
115.7227 74.838 168.61
116.0889 75.657 165.02
116.4551 76.500 160.91
116.8213 77.327 156.34
117.1875 78.121 151.45
117.5537 78.891 146.38
117.9199 79.653 141.13
118.2861 80.421 135.57
118.6524 81.184 129.52
119.0186 81.914 122.85
119.3848 82.573 115.56
119.7510 83.126 107.80
120.1172 83.556 99.76
120.4834 83.859 91.69
120.8496 84.045 83.77
121.2158 84.135 76.10
121.5820 84.147 68.71
121.9483 84.092 61.55
122.3145 83.966 54.56
122.6807 83.757 47.76
123.0469 83.454 41.24
123.4131 83.056 35.20
123.7793 82.583 29.83
124.1455 82.071 25.24
124.5117 81.563 21.36
124.8779 81.088 18.00
125.2442 80.643 14.91
125.6104 80.204 11.99
125.9766 79.751 9.31
126.3428 79.288 7.06
126.7090 78.848 5.34
127.0752 78.471 4.05
127.4414 78.172 2.87
127.8076 77.925 1.52
128.1738 77.682 -0.05
128.5400 77.410 -1.63
128.9063 77.114 -2.89
129.2725 76.839 -3.70
129.6387 76.634 -4.18
130.0049 76.517 -4.72
130.3711 76.455 -5.65
130.7373 76.393 -7.07
131.1035 76.284 -8.80
131.4697 76.118 -10.53
131.8359 75.918 -12.04
132.2022 75.718 -13.30
132.5684 75.543 -14.48
132.9346 75.390 -15.77
133.3008 75.232 -17.27
133.6670 75.043 -18.93
134.0332 74.813 -20.54
134.3994 74.564 -21.90
134.7656 74.335 -22.98
135.1318 74.165 -23.97
135.4981 74.062 -25.19
135.8643 73.996 -26.92
136.2305 73.919 -29.21
136.5967 73.792 -31.88
136.9629 73.614 -34.62
137.3291 73.416 -37.24
137.6953 73.249 -39.76
138.0615 73.142 -42.50
138.4277 73.081 -45.85
138.7940 73.010 -50.04
139.1602 72.865 -54.98
139.5264 72.611 -60.38
139.8926 72.250 -65.88
140.2588 71.823 -71.27
140.6250 71.380 -76.64
140.9912 70.953 -82.32
141.3574 70.529 -88.72
141.7236 70.064 -96.06
142.0899 69.514 -104.29
142.4561 68.876 -113.15
142.8223 68.197 -122.29
143.1885 67.579 -131.50
143.5547 67.144 -140.80
143.9209 66.988 -150.41
144.2871 67.137 -160.51
144.6533 67.548 -171.00
145.0195 68.144 178.46
145.3858 68.852 168.28
145.7520 69.621 158.70
146.1182 70.417 149.77
146.4844 71.207 141.39
146.8506 71.958 133.41
147.2168 72.638 125.78
147.5830 73.226 118.55
147.9492 73.719 111.83
148.3154 74.132 105.72
148.6817 74.496 100.21
149.0479 74.837 95.22
149.4141 75.169 90.56
149.7803 75.487 86.09
150.1465 75.773 81.75
150.5127 76.016 77.61
150.8789 76.218 73.83
151.2451 76.401 70.51
151.6113 76.600 67.63
151.9776 76.843 65.05
152.3438 77.136 62.49
152.7100 77.461 59.74
153.0762 77.785 56.72
153.4424 78.084 53.50
153.8086 78.350 50.21
154.1748 78.594 46.95
154.5410 78.837 43.70
154.9072 79.091 40.30
155.2735 79.346 36.57
155.6397 79.571 32.39
156.0059 79.730 27.80
