* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, no input selected, R, volume: no control. Timing signal peak level -34.1 dBFS, measurement signal peak level -28.4 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -20.0 dBFS using an acoustic timing reference
* Dated: Apr 18, 2026 9:10:04 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -1.3600 ms (-466 mm, -(1 ft 6.37 in)) using IR start time relative to Acoustic reference played from  L with no timing offset
* Measurement: Sub Only 4
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.3662 52.422 59.08
0.7324 57.043 51.85
1.0986 58.494 40.67
1.4648 57.901 30.41
1.8311 55.353 24.78
2.1973 50.672 34.31
2.5635 47.898 79.53
2.9297 50.787 108.76
3.2959 52.394 119.05
3.6621 52.960 131.56
4.0283 54.436 146.89
4.3945 56.896 152.97
4.7607 58.935 147.64
5.1270 60.000 134.45
5.4932 60.086 115.34
5.8594 59.399 90.84
6.2256 58.339 62.00
6.5918 57.289 33.30
6.9580 56.125 12.85
7.3242 54.893 10.08
7.6904 55.783 24.56
8.0566 58.914 32.40
8.4229 61.557 31.09
8.7891 63.213 29.36
9.1553 64.591 31.53
9.5215 66.553 34.50
9.8877 68.879 31.75
10.2539 70.456 22.10
10.6201 70.823 7.73
10.9863 69.815 -9.18
11.3525 66.631 -26.28
11.7188 57.600 -31.37
12.0850 60.385 85.06
12.4512 68.562 73.59
12.8174 72.105 53.95
13.1836 73.724 34.03
13.5498 74.075 16.42
13.9160 73.521 4.59
14.2822 72.929 3.27
14.6484 74.108 9.03
15.0146 76.949 7.21
15.3809 79.765 -4.24
15.7471 81.939 -20.66
16.1133 83.425 -39.03
16.4795 84.268 -57.74
16.8457 84.514 -75.75
17.2119 84.194 -92.17
17.5781 83.354 -105.88
17.9443 82.121 -115.41
18.3105 80.835 -119.29
18.6768 80.098 -118.18
19.0430 80.241 -116.61
19.4092 80.847 -118.53
19.7754 81.357 -123.81
20.1416 81.513 -130.43
20.5078 81.310 -136.28
20.8740 80.938 -139.66
21.2402 80.767 -140.16
21.6064 81.119 -139.79
21.9727 81.901 -141.62
22.3389 82.716 -146.72
22.7051 83.241 -154.14
23.0713 83.336 -162.13
23.4375 83.012 -168.79
23.8037 82.467 -172.31
24.1699 82.129 -172.02
24.5361 82.427 -170.30
24.9023 83.268 -170.99
25.2686 84.181 -175.44
25.6348 84.823 177.48
26.0010 85.077 169.42
26.3672 84.969 161.84
26.7334 84.615 155.80
27.0996 84.195 151.80
27.4658 83.894 149.46
27.8320 83.797 147.76
28.1982 83.858 145.82
28.5645 83.981 143.41
28.9307 84.115 140.76
29.2969 84.268 138.08
29.6631 84.463 135.32
30.0293 84.704 132.23
30.3955 84.956 128.61
30.7617 85.172 124.43
31.1279 85.313 119.82
31.4941 85.352 114.98
31.8604 85.280 110.17
32.2266 85.102 105.62
32.5928 84.841 101.59
32.9590 84.541 98.21
33.3252 84.255 95.43
33.6914 84.022 92.97
34.0576 83.842 90.44
34.4238 83.675 87.60
34.7900 83.474 84.48
35.1563 83.211 81.33
35.5225 82.897 78.44
35.8887 82.569 75.95
36.2549 82.266 73.80
36.6211 82.006 71.76
36.9873 81.778 69.66
37.3535 81.554 67.44
37.7197 81.318 65.18
38.0859 81.065 63.01
38.4522 80.807 61.00
38.8184 80.557 59.18
39.1846 80.325 57.48
39.5508 80.115 55.84
39.9170 79.923 54.19
40.2832 79.743 52.50
40.6494 79.575 50.78
41.0156 79.425 49.05
41.3818 79.312 47.26
41.7481 79.250 45.21
42.1143 79.236 42.65
42.4805 79.240 39.33
42.8467 79.219 35.21
43.2129 79.143 30.36
43.5791 79.006 24.92
43.9453 78.821 18.93
44.3115 78.608 12.26
44.6777 78.372 4.66
45.0439 78.098 -4.11
45.4102 77.766 -14.15
45.7764 77.374 -25.38
46.1426 76.955 -37.58
46.5088 76.580 -50.39
46.8750 76.345 -63.43
47.2412 76.328 -76.32
47.6074 76.550 -88.77
47.9736 76.963 -100.53
48.3398 77.472 -111.38
48.7061 77.982 -120.98
49.0723 78.444 -128.96
49.4385 78.877 -135.04
49.8047 79.356 -139.25
50.1709 79.965 -142.13
50.5371 80.721 -144.53
50.9033 81.564 -147.15
51.2695 82.408 -150.11
51.6357 83.216 -153.14
52.0020 84.018 -155.96
52.3682 84.880 -158.66
52.7344 85.844 -161.68
53.1006 86.888 -165.59
53.4668 87.940 -170.64
53.8330 88.932 -176.72
54.1992 89.829 176.49
54.5654 90.634 169.30
54.9316 91.370 161.86
55.2979 92.055 154.14
55.6641 92.685 146.00
56.0303 93.227 137.36
56.3965 93.638 128.32
56.7627 93.876 119.09
57.1289 93.921 110.07
57.4951 93.779 101.66
57.8613 93.488 94.24
58.2275 93.111 88.01
58.5938 92.722 82.89
58.9600 92.371 78.53
59.3262 92.061 74.50
59.6924 91.759 70.54
60.0586 91.427 66.64
60.4248 91.053 62.96
60.7910 90.655 59.57
61.1572 90.252 56.41
61.5234 89.847 53.29
61.8897 89.411 50.10
62.2559 88.907 46.94
62.6221 88.319 44.15
62.9883 87.672 42.12
63.3545 87.033 41.07
63.7207 86.480 40.90
64.0869 86.056 41.21
64.4531 85.756 41.61
64.8193 85.555 41.92
65.1856 85.436 42.09
65.5518 85.402 42.02
65.9180 85.441 41.46
66.2842 85.510 40.19
66.6504 85.544 38.20
67.0166 85.492 35.68
67.3828 85.328 32.94
67.7490 85.054 30.25
68.1152 84.680 27.73
68.4815 84.204 25.39
68.8477 83.595 23.30
69.2139 82.813 21.77
69.5801 81.832 21.45
69.9463 80.699 23.35
70.3125 79.594 28.38
70.6787 78.829 36.45
71.0449 78.636 45.66
71.4111 78.934 53.71
71.7773 79.473 59.86
72.1436 80.105 64.59
72.5098 80.814 68.40
72.8760 81.628 71.28
73.2422 82.532 72.92
73.6084 83.463 73.13
73.9746 84.352 71.99
74.3408 85.151 69.81
74.7070 85.840 66.89
75.0732 86.418 63.50
75.4395 86.892 59.82
75.8057 87.270 55.97
76.1719 87.560 52.04
76.5381 87.766 48.11
76.9043 87.892 44.23
77.2705 87.944 40.48
77.6367 87.930 36.94
78.0029 87.861 33.64
78.3691 87.748 30.61
78.7354 87.599 27.88
79.1016 87.424 25.47
79.4678 87.232 23.42
79.8340 87.041 21.75
80.2002 86.876 20.47
80.5664 86.762 19.46
80.9326 86.714 18.52
81.2988 86.723 17.42
81.6650 86.765 16.04
82.0313 86.812 14.39
82.3975 86.855 12.60
82.7637 86.905 10.76
83.1299 86.984 8.80
83.4961 87.099 6.53
83.8623 87.230 3.69
84.2285 87.331 0.17
84.5947 87.353 -3.94
84.9609 87.261 -8.41
85.3272 87.049 -12.93
85.6934 86.735 -17.25
86.0596 86.351 -21.27
86.4258 85.924 -25.06
86.7920 85.460 -28.78
87.1582 84.940 -32.56
87.5244 84.327 -36.39
87.8906 83.591 -40.07
88.2568 82.722 -43.27
88.6231 81.735 -45.67
88.9893 80.664 -47.06
89.3555 79.541 -47.33
89.7217 78.382 -46.40
90.0879 77.195 -43.97
90.4541 76.034 -39.46
90.8203 75.072 -32.38
91.1865 74.575 -23.35
91.5527 74.670 -14.56
91.9190 75.175 -8.02
92.2852 75.805 -4.07
92.6514 76.394 -1.98
93.0176 76.902 -0.98
93.3838 77.347 -0.69
93.7500 77.738 -1.01
94.1162 78.060 -1.87
94.4824 78.291 -3.08
94.8486 78.433 -4.29
95.2149 78.527 -5.19
95.5811 78.643 -5.74
95.9473 78.841 -6.28
96.3135 79.124 -7.34
96.6797 79.443 -9.30
97.0459 79.729 -12.21
97.4121 79.934 -15.89
97.7783 80.044 -20.06
98.1445 80.066 -24.55
98.5108 80.012 -29.33
98.8770 79.881 -34.43
99.2432 79.662 -39.85
99.6094 79.335 -45.54
99.9756 78.892 -51.33
100.3418 78.339 -57.07
100.7080 77.697 -62.65
101.0742 76.993 -68.11
101.4404 76.241 -73.60
101.8066 75.440 -79.29
102.1729 74.576 -85.28
102.5391 73.646 -91.58
102.9053 72.670 -98.21
103.2715 71.694 -105.29
103.6377 70.774 -113.20
104.0039 69.954 -122.43
104.3701 69.254 -133.32
104.7363 68.690 -145.79
105.1025 68.282 -159.18
105.4688 68.048 -172.44
105.8350 67.996 175.55
106.2012 68.130 165.54
106.5674 68.451 157.66
106.9336 68.942 151.53
107.2998 69.555 146.55
107.6660 70.226 142.34
108.0322 70.906 138.73
108.3984 71.580 135.71
108.7647 72.261 133.19
109.1309 72.960 130.96
109.4971 73.674 128.79
109.8633 74.381 126.52
110.2295 75.061 124.11
110.5957 75.704 121.61
110.9619 76.306 119.02
111.3281 76.865 116.32
111.6943 77.368 113.51
112.0606 77.797 110.65
112.4268 78.142 107.91
112.7930 78.410 105.51
113.1592 78.630 103.65
113.5254 78.849 102.34
113.8916 79.105 101.45
114.2578 79.415 100.69
114.6240 79.766 99.84
114.9902 80.133 98.78
115.3565 80.495 97.56
115.7227 80.845 96.25
116.0889 81.188 94.88
116.4551 81.530 93.44
116.8213 81.869 91.87
117.1875 82.195 90.16
117.5537 82.501 88.33
117.9199 82.788 86.45
118.2861 83.062 84.55
118.6524 83.337 82.60
119.0186 83.615 80.48
119.3848 83.885 78.09
119.7510 84.121 75.35
120.1172 84.295 72.35
120.4834 84.385 69.26
120.8496 84.390 66.33
121.2158 84.328 63.78
121.5820 84.235 61.74
121.9483 84.151 60.17
122.3145 84.101 58.90
122.6807 84.091 57.70
123.0469 84.106 56.40
123.4131 84.123 54.94
123.7793 84.123 53.35
124.1455 84.094 51.69
124.5117 84.028 50.01
124.8779 83.920 48.38
125.2442 83.765 46.89
125.6104 83.564 45.66
125.9766 83.324 44.79
126.3428 83.060 44.39
126.7090 82.791 44.53
127.0752 82.542 45.23
127.4414 82.340 46.47
127.8076 82.214 48.16
128.1738 82.186 50.11
128.5400 82.263 52.05
128.9063 82.430 53.74
129.2725 82.654 55.06
129.6387 82.908 56.02
130.0049 83.180 56.71
130.3711 83.471 57.20
130.7373 83.785 57.44
131.1035 84.119 57.37
131.4697 84.457 56.94
131.8359 84.778 56.15
132.2022 85.068 55.11
132.5684 85.323 53.95
132.9346 85.550 52.75
133.3008 85.761 51.56
133.6670 85.966 50.33
134.0332 86.167 49.02
134.3994 86.357 47.58
134.7656 86.528 46.00
135.1318 86.668 44.30
135.4981 86.771 42.55
135.8643 86.836 40.85
136.2305 86.869 39.27
136.5967 86.880 37.85
136.9629 86.881 36.62
137.3291 86.881 35.54
137.6953 86.886 34.58
138.0615 86.896 33.71
138.4277 86.912 32.92
138.7940 86.936 32.21
139.1602 86.969 31.56
139.5264 87.014 30.97
139.8926 87.074 30.42
140.2588 87.151 29.89
140.6250 87.247 29.34
140.9912 87.359 28.74
141.3574 87.484 28.05
141.7236 87.614 27.27
142.0899 87.742 26.43
142.4561 87.868 25.59
142.8223 88.003 24.80
143.1885 88.160 24.04
143.5547 88.351 23.20
143.9209 88.576 22.15
144.2871 88.816 20.74
144.6533 89.047 18.96
145.0195 89.247 16.85
145.3858 89.403 14.54
145.7520 89.514 12.15
146.1182 89.584 9.76
146.4844 89.621 7.43
146.8506 89.632 5.19
147.2168 89.623 3.06
147.5830 89.602 1.05
147.9492 89.577 -0.83
148.3154 89.559 -2.62
148.6817 89.552 -4.39
149.0479 89.552 -6.23
149.4141 89.550 -8.19
149.7803 89.534 -10.25
150.1465 89.494 -12.37
150.5127 89.430 -14.49
150.8789 89.347 -16.56
151.2451 89.246 -18.59
151.6113 89.129 -20.58
151.9776 88.990 -22.51
152.3438 88.829 -24.34
152.7100 88.648 -25.99
153.0762 88.459 -27.40
153.4424 88.281 -28.57
153.8086 88.127 -29.58
154.1748 88.001 -30.54
154.5410 87.895 -31.53
154.9072 87.798 -32.57
155.2735 87.703 -33.60
155.6397 87.614 -34.58
156.0059 87.544 -35.49
156.3721 87.503 -36.40
156.7383 87.495 -37.43
157.1045 87.508 -38.69
157.4707 87.524 -40.23
157.8369 87.523 -42.04
158.2031 87.490 -44.03
158.5693 87.420 -46.09
