* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, no input selected, R, volume: no control. Timing signal peak level -33.5 dBFS, measurement signal peak level -28.2 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -20.0 dBFS using an acoustic timing reference
* Dated: Apr 18, 2026 9:09:56 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -1.3808 ms (-474 mm, -(1 ft 6.65 in)) using IR start time relative to Acoustic reference played from  L with no timing offset
* Measurement: Sub Only 3
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.3662 55.259 -36.17
0.7324 54.214 -73.93
1.0986 52.403 -115.62
1.4648 49.885 -166.20
1.8311 48.020 126.23
2.1973 49.793 54.44
2.5635 53.138 0.65
2.9297 55.838 -40.91
3.2959 57.621 -76.19
3.6621 58.510 -107.38
4.0283 58.496 -135.01
4.3945 57.506 -158.32
4.7607 55.458 -174.33
5.1270 52.842 -175.45
5.4932 52.547 -160.29
5.8594 55.101 -155.45
6.2256 57.390 -163.70
6.5918 58.702 -175.99
6.9580 59.173 172.80
7.3242 59.150 166.39
7.6904 59.459 167.06
8.0566 61.151 170.06
8.4229 63.915 166.26
8.7891 66.684 154.11
9.1553 68.950 136.13
9.5215 70.581 114.36
9.8877 71.535 90.03
10.2539 71.483 63.96
10.6201 70.328 36.83
10.9863 67.819 9.62
11.3525 62.280 -14.61
11.7188 49.154 74.18
12.0850 65.209 90.64
12.4512 70.732 66.18
12.8174 73.642 40.57
13.1836 75.034 15.97
13.5498 75.117 -6.15
13.9160 73.761 -22.58
14.2822 71.002 -22.70
14.6484 71.194 5.34
15.0146 76.062 13.58
15.3809 80.006 1.72
15.7471 82.616 -16.23
16.1133 84.218 -35.97
16.4795 85.014 -55.85
16.8457 85.110 -74.91
17.2119 84.567 -92.17
17.5781 83.450 -106.35
17.9443 81.927 -115.62
18.3105 80.466 -118.25
18.6768 79.822 -115.93
19.0430 80.173 -114.81
19.4092 80.842 -118.18
19.7754 81.271 -124.64
20.1416 81.286 -131.72
20.5078 80.955 -137.26
20.8740 80.530 -139.72
21.2402 80.425 -139.22
21.6064 80.908 -138.40
21.9727 81.786 -140.28
22.3389 82.641 -145.53
22.7051 83.181 -153.02
23.0713 83.285 -161.09
23.4375 82.963 -167.98
23.8037 82.379 -171.92
24.1699 81.928 -171.98
24.5361 82.077 -169.98
24.9023 82.845 -169.84
25.2686 83.788 -173.53
25.6348 84.519 179.77
26.0010 84.887 171.69
26.3672 84.890 163.70
26.7334 84.614 156.92
27.0996 84.206 152.01
27.4658 83.843 149.01
27.8320 83.655 147.25
28.1982 83.668 145.82
28.5645 83.829 144.09
28.9307 84.073 141.88
29.2969 84.357 139.16
29.6631 84.650 135.89
30.0293 84.915 132.08
30.3955 85.115 127.84
30.7617 85.228 123.36
31.1279 85.251 118.86
31.4941 85.199 114.51
31.8604 85.088 110.33
32.2266 84.927 106.31
32.5928 84.716 102.47
32.9590 84.456 98.89
33.3252 84.165 95.70
33.6914 83.878 92.92
34.0576 83.629 90.42
34.4238 83.432 87.94
34.7900 83.271 85.22
35.1563 83.105 82.15
35.5225 82.893 78.86
35.8887 82.614 75.61
36.2549 82.280 72.75
36.6211 81.935 70.48
36.9873 81.637 68.76
37.3535 81.423 67.26
37.7197 81.280 65.57
38.0859 81.154 63.45
38.4522 80.981 61.01
38.8184 80.733 58.61
39.1846 80.429 56.64
39.5508 80.131 55.24
39.9170 79.896 54.19
40.2832 79.739 53.09
40.6494 79.626 51.62
41.0156 79.517 49.76
41.3818 79.400 47.69
41.7481 79.297 45.46
42.1143 79.237 42.90
42.4805 79.213 39.70
42.8467 79.190 35.65
43.2129 79.120 30.76
43.5791 78.983 25.22
43.9453 78.791 19.15
44.3115 78.573 12.52
44.6777 78.349 5.09
45.0439 78.112 -3.45
45.4102 77.842 -13.29
45.7764 77.524 -24.43
46.1426 77.178 -36.66
46.5088 76.858 -49.66
46.8750 76.646 -63.02
47.2412 76.612 -76.32
47.6074 76.782 -89.16
47.9736 77.123 -101.20
48.3398 77.560 -112.10
48.7061 78.023 -121.56
49.0723 78.477 -129.31
49.4385 78.942 -135.23
49.8047 79.473 -139.56
50.1709 80.107 -142.87
50.5371 80.827 -145.79
50.9033 81.574 -148.68
51.2695 82.304 -151.45
51.6357 83.029 -153.86
52.0020 83.816 -155.89
52.3682 84.732 -157.98
52.7344 85.778 -160.81
53.1006 86.884 -164.90
53.4668 87.957 -170.28
53.8330 88.937 -176.62
54.1992 89.810 176.47
54.5654 90.600 169.29
54.9316 91.338 161.89
55.2979 92.040 154.17
55.6641 92.690 145.95
56.0303 93.247 137.18
56.3965 93.660 127.98
56.7627 93.890 118.66
57.1289 93.922 109.62
57.4951 93.771 101.29
57.8613 93.480 93.99
58.2275 93.117 87.86
58.5938 92.747 82.76
58.9600 92.409 78.33
59.3262 92.096 74.18
59.6924 91.774 70.14
60.0586 91.415 66.27
60.4248 91.022 62.70
60.7910 90.619 59.48
61.1572 90.230 56.47
61.5234 89.849 53.41
61.8897 89.443 50.18
62.2559 88.968 46.92
62.6221 88.408 43.96
62.9883 87.785 41.70
63.3545 87.160 40.36
63.7207 86.604 39.90
64.0869 86.162 39.99
64.4531 85.840 40.29
64.8193 85.619 40.58
65.1856 85.486 40.78
65.5518 85.435 40.77
65.9180 85.451 40.34
66.2842 85.500 39.31
66.6504 85.530 37.65
67.0166 85.495 35.46
67.3828 85.367 32.94
67.7490 85.129 30.27
68.1152 84.770 27.60
68.4815 84.274 25.09
68.8477 83.618 22.97
69.2139 82.784 21.66
69.5801 81.782 21.78
69.9463 80.684 24.13
70.3125 79.665 29.26
70.6787 78.968 36.86
71.0449 78.754 45.39
71.4111 78.966 53.17
71.7773 79.434 59.54
72.1436 80.049 64.69
72.5098 80.789 68.81
72.8760 81.652 71.78
73.2422 82.596 73.32
73.6084 83.550 73.36
73.9746 84.444 72.07
74.3408 85.234 69.78
74.7070 85.907 66.86
75.0732 86.470 63.56
75.4395 86.937 60.03
75.8057 87.320 56.35
76.1719 87.624 52.54
76.5381 87.846 48.62
76.9043 87.983 44.68
77.2705 88.034 40.80
77.6367 88.004 37.09
78.0029 87.905 33.66
78.3691 87.751 30.58
78.7354 87.560 27.90
79.1016 87.355 25.65
79.4678 87.160 23.81
79.8340 86.995 22.28
80.2002 86.873 20.94
80.5664 86.794 19.64
80.9326 86.749 18.30
81.2988 86.730 16.91
81.6650 86.733 15.49
82.0313 86.766 14.04
82.3975 86.838 12.49
82.7637 86.948 10.70
83.1299 87.084 8.53
83.4961 87.222 5.89
83.8623 87.335 2.76
84.2285 87.398 -0.81
84.5947 87.391 -4.75
84.9609 87.298 -8.95
85.3272 87.108 -13.28
85.6934 86.817 -17.58
86.0596 86.434 -21.69
86.4258 85.979 -25.52
86.7920 85.475 -29.08
87.1582 84.936 -32.50
87.5244 84.351 -35.95
87.8906 83.685 -39.52
88.2568 82.889 -43.09
88.6231 81.922 -46.30
88.9893 80.772 -48.63
89.3555 79.466 -49.42
89.7217 78.084 -48.10
90.0879 76.756 -44.29
90.4541 75.643 -38.07
90.8203 74.902 -30.08
91.1865 74.628 -21.50
91.5527 74.799 -13.78
91.9190 75.270 -7.94
92.2852 75.861 -4.20
92.6514 76.441 -2.21
93.0176 76.947 -1.41
93.3838 77.367 -1.37
93.7500 77.702 -1.80
94.1162 77.960 -2.49
94.4824 78.151 -3.25
94.8486 78.300 -3.89
95.2149 78.449 -4.33
95.5811 78.643 -4.74
95.9473 78.903 -5.43
96.3135 79.211 -6.75
96.6797 79.523 -8.89
97.0459 79.795 -11.83
97.4121 79.999 -15.44
97.7783 80.120 -19.58
98.1445 80.155 -24.14
98.5108 80.102 -29.07
98.8770 79.957 -34.30
99.2432 79.714 -39.80
99.6094 79.371 -45.50
99.9756 78.922 -51.38
100.3418 78.360 -57.37
100.7080 77.676 -63.43
101.0742 76.864 -69.39
101.4404 75.933 -75.08
101.8066 74.921 -80.32
102.1729 73.896 -85.13
102.5391 72.936 -89.93
102.9053 72.074 -95.48
103.2715 71.278 -102.58
103.6377 70.479 -111.65
104.0039 69.633 -122.60
104.3701 68.771 -134.94
104.7363 68.000 -147.87
105.1025 67.475 -160.49
105.4688 67.325 -172.12
105.8350 67.572 177.44
106.2012 68.113 168.01
106.5674 68.782 159.46
106.9336 69.443 151.96
107.2998 70.039 145.81
107.6660 70.595 141.19
108.0322 71.178 137.94
108.3984 71.838 135.51
108.7647 72.566 133.28
109.1309 73.310 130.90
109.4971 74.020 128.36
109.8633 74.678 125.80
110.2295 75.294 123.31
110.5957 75.883 120.85
110.9619 76.442 118.31
111.3281 76.954 115.64
111.6943 77.398 112.90
112.0606 77.767 110.27
112.4268 78.074 107.92
112.7930 78.344 105.93
113.1592 78.603 104.30
113.5254 78.864 102.93
113.8916 79.136 101.78
114.2578 79.426 100.79
114.6240 79.746 99.91
114.9902 80.103 98.99
115.3565 80.491 97.88
115.7227 80.888 96.45
116.0889 81.262 94.73
116.4551 81.596 92.84
116.8213 81.891 90.97
117.1875 82.166 89.21
117.5537 82.443 87.53
117.9199 82.731 85.79
118.2861 83.020 83.88
118.6524 83.292 81.78
119.0186 83.534 79.53
119.3848 83.744 77.21
119.7510 83.929 74.87
120.1172 84.092 72.46
120.4834 84.224 69.94
120.8496 84.311 67.33
121.2158 84.339 64.75
121.5820 84.307 62.38
121.9483 84.236 60.38
122.3145 84.160 58.79
122.6807 84.110 57.51
123.0469 84.098 56.33
123.4131 84.112 55.02
123.7793 84.123 53.51
124.1455 84.103 51.85
124.5117 84.040 50.16
124.8779 83.931 48.59
125.2442 83.784 47.20
125.6104 83.605 46.04
125.9766 83.394 45.15
126.3428 83.151 44.62
126.7090 82.885 44.57
127.0752 82.616 45.13
127.4414 82.385 46.38
127.8076 82.236 48.20
128.1738 82.201 50.32
128.5400 82.283 52.41
128.9063 82.458 54.20
129.2725 82.693 55.58
129.6387 82.960 56.56
130.0049 83.246 57.21
130.3711 83.544 57.56
130.7373 83.852 57.64
131.1035 84.164 57.43
131.4697 84.472 56.93
131.8359 84.768 56.17
132.2022 85.044 55.20
132.5684 85.293 54.07
132.9346 85.518 52.87
133.3008 85.724 51.65
133.6670 85.922 50.44
134.0332 86.121 49.19
134.3994 86.321 47.81
134.7656 86.512 46.22
135.1318 86.673 44.42
135.4981 86.784 42.50
135.8643 86.838 40.61
136.2305 86.844 38.95
136.5967 86.826 37.60
136.9629 86.813 36.55
137.3291 86.820 35.67
137.6953 86.848 34.83
138.0615 86.883 33.95
138.4277 86.912 33.06
138.7940 86.936 32.25
139.1602 86.963 31.55
139.5264 87.008 30.94
139.8926 87.076 30.33
140.2588 87.159 29.64
140.6250 87.244 28.86
140.9912 87.325 28.06
141.3574 87.404 27.32
141.7236 87.495 26.67
142.0899 87.610 26.08
142.4561 87.754 25.45
142.8223 87.922 24.71
143.1885 88.106 23.83
143.5547 88.302 22.84
143.9209 88.514 21.71
144.2871 88.741 20.39
144.6533 88.977 18.78
145.0195 89.203 16.83
145.3858 89.395 14.55
145.7520 89.533 12.05
146.1182 89.610 9.51
146.4844 89.633 7.09
146.8506 89.623 4.90
147.2168 89.601 2.94
147.5830 89.587 1.14
147.9492 89.585 -0.62
148.3154 89.593 -2.43
148.6817 89.599 -4.33
149.0479 89.595 -6.32
149.4141 89.573 -8.38
149.7803 89.531 -10.47
150.1465 89.472 -12.54
150.5127 89.397 -14.57
150.8789 89.310 -16.57
151.2451 89.213 -18.54
151.6113 89.105 -20.49
151.9776 88.980 -22.43
152.3438 88.833 -24.30
152.7100 88.662 -26.02
153.0762 88.477 -27.51
153.4424 88.298 -28.71
153.8086 88.146 -29.70
154.1748 88.030 -30.61
154.5410 87.943 -31.61
154.9072 87.861 -32.75
155.2735 87.764 -33.94
155.6397 87.653 -35.04
156.0059 87.545 -35.93
156.3721 87.472 -36.65
156.7383 87.453 -37.40
157.1045 87.480 -38.44
157.4707 87.520 -39.92
157.8369 87.533 -41.83
158.2031 87.492 -43.97
